EstDataID,personid,hhid,HomeTAZ,o_taz,d_taz,a_taz,mode_final,HHIncomeMP,AvgIncPerWorker,LowIncome,Home_Cluster,O_Cluster,D_Cluster,Segment,tod,ZeroAutoHH,trip_weight,hh_weight
1959,1610427801,16104278,1685,1706,1685,1706,sov,125000,62500,1,2,2,2,ihvs,PM,0,45.4427032470703,33.29136
2069,1610433501,16104335,234,165,234,165,sov,62500,31250,1,5,5,5,ilvs,PM,0,82.6481552124023,48.69447
2123,1610438501,16104385,2655,1420,2655,1420,sov,62500,31250,1,2,2,2,ilvs,PM,0,45.4427032470703,33.29136
2151,1610444701,16104447,1703,1695,1703,1695,sov,37500,37500,1,2,2,2,ilvs,NT,0,82.5808258056641,63.52371
2313,1610486901,16104869,1981,1749,1981,1749,sov,125000,62500,1,84,4,84,ihvs,PM,0,300.686431884766,249.01567
2347,1610490001,16104900,2632,2726,2632,2726,sov,125000,62500,1,82,82,82,ihvs,NT,0,89.8780670166016,93.33132
2352,1610490002,16104900,2632,2674,2632,2674,sov,125000,62500,1,82,82,82,ihvs,NT,0,89.8780670166016,93.33132
2360,1610492102,16104921,2717,2746,2717,2746,hov2,37500,18750,1,82,82,82,ilvs,PM,0,210.162689208984,161.6636
2363,1610492501,16104925,522,83,522,83,sov,62500,62500,1,7,1,7,ilvs,PM,0,186.055236816406,170.47392
2366,1610493901,16104939,1007,1007,1002,1002,sov,37500,18750,1,83,83,83,ilvs,MD,0,397.474792480469,384.03363
2391,1610495102,16104951,482,3064,482,3064,sov,200000,100000,0,7,2,7,ihvs,NT,0,269.326751708984,223.04492
2472,1610518202,16105182,1165,285,1165,285,sov,200000,100000,0,81,5,81,ihvs,NT,0,69.121940612793,50.63878
2482,1610519801,16105198,2479,1661,2479,1661,sov,87500,87500,0,2,2,2,ihvs,PM,0,76.1187744140625,73.54471
2493,1610520601,16105206,529,501,529,501,hov2,200000,100000,0,7,7,7,ihvs,PM,0,251.529373168945,214.98237
2515,1610524601,16105246,997,988,997,988,sov,200000,100000,0,83,83,83,ihvs,PM,0,134.826766967773,120.00603
2553,1610537801,16105378,1693,1699,1693,1699,sov,125000,62500,1,2,2,2,ihvs,NT,0,104.85774230957,93.33132
2561,1610537802,16105378,1693,1418,1693,1418,sov,125000,62500,1,2,2,2,ihvs,NT,0,127.397247314453,93.33132
2573,1610548201,16105482,123,2349,123,2349,other_auto,62500,31250,1,5,3,5,ilvs,MD,0,196.684448242188,190.03329
2576,1610548201,16105482,123,123,116,116,hov3,62500,31250,1,5,5,5,ilvs,PM,0,196.684448242188,190.03329
2579,1610548202,16105482,123,123,2712,2712,hov2,62500,31250,1,5,5,82,ilvs,AM,0,196.684448242188,190.03329
2584,1610548202,16105482,123,123,116,116,hov3,62500,31250,1,5,5,5,ilvs,PM,0,251.756103515625,190.03329
2596,1610554801,16105548,2779,2779,2779,2779,sov,62500,31250,1,82,82,82,ilvs,PM,0,304.172515869141,179.21176
2640,1610563802,16105638,2304,2304,2269,2269,eb,37500,18750,1,3,3,3,ilvi,AM,0,274.119689941406,238.36496
2708,1610577301,16105773,2216,2216,3061,3061,sov,62500,62500,1,3,3,2,ilvs,NT,0,151.795333862305,129.40778
2715,1610578701,16105787,2421,2412,2421,2412,hov2,200000,100000,0,7,2,7,ihvs,PM,0,98.3195953369141,72.02901
2722,1610578702,16105787,2421,2198,2421,2198,sov,200000,100000,0,7,3,7,ihvs,NT,0,98.3195953369141,72.02901
2736,1610587401,16105874,2676,2676,2676,2676,sov,62500,62500,1,82,82,82,ilvs,NT,0,173.226379394531,147.67808
2749,1610597001,16105970,1007,1007,984,984,hov2,62500,31250,1,83,83,83,ilvs,NT,0,112.598442077637,84.91587
2755,1610597002,16105970,1007,1006,1007,1006,sov,62500,31250,1,83,83,83,ilvs,MD,0,112.598442077637,84.91587
2778,1610603601,16106036,1054,1054,1087,1087,sov,62500,31250,1,83,83,83,ilvs,MD,0,112.598442077637,84.91587
2814,1610613701,16106137,502,518,502,518,sov,62500,62500,1,7,7,7,ilvs,PM,0,145.615234375,109.81541
2841,1610627601,16106276,1318,1302,1318,1302,hov2,87500,43750,1,6,6,6,ihvi,NT,0,43.9436950683594,33.14004
2844,1610627602,16106276,1318,1302,1318,1302,hov2,87500,43750,1,6,6,6,ihvi,NT,0,43.9436950683594,33.14004
2868,1610629602,16106296,2957,2957,2924,2924,sov,87500,43750,1,81,81,81,ihvs,NT,0,68.1847915649414,51.42141
2913,1610639201,16106392,1698,1520,1698,1520,sov,37500,18750,1,2,2,2,ilvi,NT,0,274.119689941406,238.36496
2906,1610639201,16106392,1698,1698,1547,1547,sov,37500,18750,1,2,2,2,ilvi,MD,0,274.119689941406,238.36496
2981,1610645501,16106455,2431,1663,2431,1663,sov,37500,37500,1,2,2,2,ilvs,NT,0,90.2284164428711,69.40647
2986,1610651001,16106510,1626,1428,1626,1428,sov,125000,62500,1,3,2,3,ihvs,NT,0,104.85774230957,93.33132
2982,1610651001,16106510,1626,1626,1652,1652,sov,125000,62500,1,3,3,2,ihvs,MD,0,104.85774230957,93.33132
2989,1610651002,16106510,1626,1426,1626,1426,sov,125000,62500,1,3,2,3,ihvs,NT,0,104.85774230957,93.33132
3017,1610652201,16106522,325,496,325,496,sov,12500,12500,1,5,7,5,ilvs,NT,0,75.7294235229492,64.726
3014,1610652201,16106522,325,325,533,533,sov,12500,12500,1,5,5,7,ilvs,MD,0,75.7294235229492,64.726
3024,1610657101,16106571,495,596,495,596,sov,125000,125000,0,7,1,7,ihvs,NT,0,159.198257446289,116.62876
3057,1610665501,16106655,2458,2426,2458,2426,sov,37500,18750,1,2,2,2,ilvi,PM,0,126.10888671875,75.78659
3060,1610665502,16106655,2458,2462,2458,2462,other_auto,37500,18750,1,2,2,2,ilvi,NT,0,113.679893493652,75.78659
3126,1610681501,16106815,2673,2673,2667,2667,sov,200000,100000,0,2,2,2,ihvs,AM,0,133.001602172852,118.38148
3139,1610681502,16106815,2673,2676,2673,2676,sov,200000,100000,0,2,82,2,ihvs,PM,0,133.001602172852,118.38148
3140,1610681601,16106816,131,131,501,501,sov,125000,62500,1,5,5,7,ihvs,AM,0,41.5088920593262,30.40944
3152,1610681602,16106816,131,1436,131,1436,sov,125000,62500,1,5,2,5,ihvs,MD,0,41.5088920593262,30.40944
3160,1610681802,16106818,2476,2476,2291,2291,sov,37500,18750,1,2,2,3,ilvs,AM,0,64.5233383178711,67.00243
3235,1610695102,16106951,1088,1087,1088,1087,sov,62500,31250,1,83,83,83,ilvs,NT,0,63.1551895141602,47.62835
3232,1610695102,16106951,1088,1088,3072,3072,sov,62500,31250,1,83,83,2,ilvs,AM,0,44.2086334228516,47.62835
3252,1610700001,16107000,1176,1176,1176,1176,hov2,87500,43750,1,81,81,81,ihvs,NT,0,364.341918945313,310.60693
3253,1610700002,16107000,1176,1176,1176,1176,hov2,87500,43750,1,81,81,81,ihvs,AM,0,364.341918945313,310.60693
3313,1610711901,16107119,799,799,792,792,sov,62500,62500,1,82,82,82,ilvs,NT,0,190.144744873047,162.10123
3325,1610711901,16107119,799,799,799,799,sov,62500,62500,1,82,82,82,ilvs,NT,0,190.144744873047,162.10123
3345,1610720102,16107201,19,19,19,19,sov,125000,125000,0,84,84,84,ihvs,MD,0,62.1039161682129,55.27719
3349,1610723801,16107238,33,2191,33,2191,sov,62500,62500,1,7,3,7,ilvs,PM,0,87.8295516967773,97.58839
3401,1610731301,16107313,1618,2159,1618,2159,sov,62500,62500,1,3,3,3,ilvs,PM,0,54.5574264526367,41.14436
3418,1610742501,16107425,2951,2951,394,394,sov,87500,87500,0,81,81,5,ihvi,AM,0,64.4160766601563,59.02151
3426,1610742501,16107425,2951,2948,2951,2948,sov,87500,87500,0,81,81,81,ihvi,PM,0,64.4160766601563,59.02151
3529,1610763401,16107634,2752,2577,2752,2577,hov3,125000,62500,1,82,2,82,ihvs,NT,0,101.263893127441,74.186
3538,1610763402,16107634,2752,2577,2752,2577,sov,125000,62500,1,82,2,82,ihvs,NT,0,101.263893127441,74.186
3530,1610763402,16107634,2752,2752,2759,2759,sov,125000,62500,1,82,82,82,ihvs,AM,0,101.263893127441,74.186
3561,1610766001,16107660,477,612,477,612,sov,200000,100000,0,7,7,7,ihvs,PM,0,269.326751708984,223.04492
3585,1610772502,16107725,1649,1613,1649,1613,sov,87500,43750,1,2,3,2,ihvs,NT,0,88.8094711303711,66.97547
3625,1610783601,16107836,1011,1028,1011,1028,sov,125000,125000,0,83,83,83,ihvs,PM,0,269.505310058594,197.43979
3643,1610787001,16107870,1735,1735,1429,1429,sov,62500,62500,1,2,2,2,ilvs,AM,0,164.408660888672,123.98844
3647,1610787001,16107870,1735,1735,1735,1735,sov,62500,62500,1,2,2,2,ilvs,PM,0,164.408660888672,123.98844
3703,1610793301,16107933,1604,1604,1641,1641,hov3,37500,37500,1,4,4,2,ilvs,NT,0,263.111755371094,228.79283
3783,1610806801,16108068,2619,2651,2619,2651,sov,62500,62500,1,82,82,82,ilvs,MD,0,141.235656738281,129.40778
3795,1610811501,16108115,2655,2655,2556,2556,sov,125000,125000,0,2,2,2,ihvs,AM,0,90.4412536621094,74.89959
3817,1610816201,16108162,976,949,976,949,sov,125000,125000,0,83,83,83,ihvs,NT,0,163.738433837891,145.73959
3860,1610825701,16108257,121,1346,121,1346,sov,125000,62500,1,5,6,5,ihvs,PM,0,41.5088920593262,30.40944
3869,1610825702,16108257,121,132,121,132,sov,125000,62500,1,5,5,5,ihvs,MD,0,41.5088920593262,30.40944
3863,1610825702,16108257,121,121,152,152,sov,125000,62500,1,5,5,5,ihvs,AM,0,41.5088920593262,30.40944
3897,1610828701,16108287,1213,3088,1213,3088,sov,125000,62500,1,81,81,81,ihvs,NT,0,45.3671569824219,33.23601
3905,1610829801,16108298,3087,1229,3087,1229,sov,125000,62500,1,81,6,81,ihvi,MD,0,96.0660247802734,70.37804
3901,1610829801,16108298,3087,3087,1255,1255,hov2,125000,62500,1,81,81,81,ihvi,AM,0,96.0660247802734,70.37804
3933,1610836801,16108368,2593,2593,198,198,sov,37500,37500,1,82,82,5,ilvs,AM,0,233.579010009766,218.29814
3937,1610836801,16108368,2593,2325,2593,2325,sov,37500,37500,1,82,3,82,ilvs,NT,0,233.579010009766,218.29814
3953,1610841701,16108417,1958,1967,1958,1967,sov,87500,87500,0,84,84,84,ihvs,NT,0,152.540496826172,130.04305
3947,1610841701,16108417,1958,1958,2043,2043,sov,87500,87500,0,84,84,3,ihvs,NT,0,152.540496826172,130.04305
3966,1610845501,16108455,1328,592,1328,592,sov,200000,100000,0,6,1,6,ihvs,PM,0,187.915802001953,155.62386
4009,1610855302,16108553,1251,1251,1287,1287,sov,125000,125000,0,81,81,6,ihvs,MD,0,47.3960227966309,42.18605
4039,1610858002,16108580,1655,1655,1655,1655,sov,62500,31250,1,2,2,2,ilvs,MD,0,67.9832458496094,51.26941
4051,1610859801,16108598,1480,1895,1480,1895,sov,125000,62500,1,2,4,2,ihvs,PM,0,104.85774230957,93.33132
4056,1610859802,16108598,1480,1755,1480,1755,sov,125000,62500,1,2,4,2,ihvs,PM,0,134.217910766602,93.33132
4069,1610864301,16108643,1505,1514,1505,1514,sov,200000,100000,0,2,2,2,ihvs,NT,0,124.624153137207,110.92492
4073,1610864302,16108643,1505,1494,1505,1494,sov,200000,100000,0,2,2,2,ihvs,NT,0,124.624153137207,110.92492
4107,1610874701,16108747,503,503,515,515,sov,200000,100000,0,7,7,7,ihvs,AM,0,45.3310737609863,33.20958
4190,1610883501,16108835,2249,2249,2168,2168,sov,37500,37500,1,3,3,3,ilvs,AM,0,233.579010009766,218.29814
4195,1610883501,16108835,2249,2185,2249,2185,sov,37500,37500,1,3,3,3,ilvs,NT,0,233.579010009766,218.29814
4206,1610885401,16108854,721,721,727,727,hov2,62500,31250,1,82,82,82,ilvs,NT,0,411.136993408203,350.50041
4237,1610887801,16108878,1616,1616,2258,2258,sov,87500,87500,0,2,2,3,ihvs,AM,0,114.657920837402,119.06326
4256,1610891301,16108913,2771,2768,2771,2768,hov3,200000,100000,0,82,82,82,ihvs,PM,0,120.352828979492,88.17057
4281,1610894901,16108949,2602,1703,2602,1703,sov,125000,125000,0,82,2,82,ihvs,PM,0,97.9564056396484,71.76294
4306,1610900001,16109000,1591,1591,1578,1578,sov,62500,62500,1,4,4,4,ilvs,AM,0,78.9304275512695,67.28937
4311,1610900001,16109000,1591,1605,1591,1605,hov2,62500,62500,1,4,4,4,ilvs,NT,0,78.9304275512695,67.28937
4314,1610902401,16109024,2448,2448,2448,2448,sov,200000,100000,0,2,2,2,ihvs,NT,0,116.471160888672,110.92492
4337,1610903901,16109039,1028,1095,1028,1095,sov,125000,125000,0,83,83,83,ihvs,NT,0,163.738433837891,145.73959
4398,1610917402,16109174,2361,2361,2320,2320,sov,87500,43750,1,3,3,3,ihvs,AM,0,68.3169784545898,51.5211
4402,1610917402,16109174,2361,2356,2361,2356,sov,87500,43750,1,3,3,3,ihvs,MD,0,87.4457244873047,51.5211
4405,1610917901,16109179,3062,3062,176,176,sov,125000,62500,1,2,2,5,ihvs,AM,0,45.4427032470703,33.29136
4413,1610917902,16109179,3062,1670,3062,1670,sov,125000,62500,1,2,2,2,ihvs,PM,0,45.4427032470703,33.29136
4425,1610919701,16109197,1913,1913,1913,1913,sov,62500,31250,1,84,84,84,ilvs,PM,0,222.666732788086,167.92363
4436,1610920802,16109208,57,70,57,70,other_auto,37500,37500,1,84,84,84,ilvs,MD,0,68.5747299194336,81.15353
4469,1610926602,16109266,1689,1675,1689,1675,sov,200000,100000,0,2,2,2,ihvs,MD,0,309.236053466797,226.54656
4493,1610932601,16109326,2935,2935,1133,1133,sov,87500,87500,0,81,81,6,ihvs,MD,0,35.5567932128906,30.39042
4503,1610934001,16109340,2010,2007,2010,2007,sov,87500,43750,1,84,84,84,ihvs,PM,0,507.145324707031,432.34895
4496,1610934001,16109340,2010,2010,2162,2162,sov,87500,43750,1,84,84,3,ihvs,NT,0,507.145324707031,432.34895
4512,1610934002,16109340,2010,1663,2010,1663,sov,87500,43750,1,84,2,84,ihvs,PM,0,507.145324707031,432.34895
4576,1610938502,16109385,2771,2771,1687,1687,sov,125000,62500,1,82,82,2,ihvs,NT,0,182.132095336914,190.61444
4649,1610948601,16109486,2160,2173,2160,2173,sov,200000,200000,0,3,3,3,ihvs,AM,0,98.2033309936523,87.40839
4667,1610958401,16109584,2108,1482,2108,1482,sov,125000,31250,1,3,2,3,ihvi,MD,0,668.193908691406,553.36967
4702,1610962601,16109626,1234,3025,1234,3025,other_auto,62500,31250,1,6,5,6,ilvi,PM,0,64.3936309814453,74.71126
4764,1610966001,16109660,374,166,374,166,sov,125000,62500,1,5,5,5,ihvs,NT,0,70.7669067382813,96.90447
4773,1610966002,16109660,374,336,374,336,sov,125000,62500,1,5,5,5,ihvs,PM,0,117.012153625488,96.90447
4787,1610969602,16109696,2114,2106,2114,2106,sov,200000,100000,0,3,3,3,ihvs,PM,0,468.192443847656,387.737
4818,1610971202,16109712,2647,2647,1696,1696,hov2,62500,62500,1,2,2,2,ilvs,MD,0,155.448989868164,119.06326
4840,1610971702,16109717,1842,1842,1431,1431,hov2,125000,125000,0,83,83,2,ihvs,NT,0,190.298950195313,183.86372
4874,1610980601,16109806,2660,2660,1419,1419,sov,62500,31250,1,2,2,2,ilvs,AM,0,123.194236755371,161.25322
4907,1610989501,16109895,499,491,499,491,sov,125000,125000,0,7,7,7,ihvs,PM,0,207.015884399414,200.01535
4923,1610993802,16109938,1320,1293,1320,1293,hov3,125000,62500,1,6,6,6,ihvi,PM,0,59.5942802429199,53.04342
4928,1610994401,16109944,2003,2007,2003,2007,sov,62500,62500,1,3,84,3,ilvs,NT,0,141.235656738281,129.40778
4949,1610999502,16109995,2253,2253,2244,2244,sov,87500,87500,0,3,3,3,ihvs,MD,0,122.040702819824,119.64774
4958,1611000901,16110009,1908,1999,1908,1999,sov,12500,12500,1,84,84,84,ilvs,NT,0,1674.55822753906,1860.62023
4979,1611007201,16110072,1998,2377,1998,2377,sov,87500,87500,0,84,3,84,ihvs,NT,0,126.107978820801,95.10406
4992,1611008501,16110085,492,492,547,547,sov,200000,100000,0,7,7,7,ihvs,AM,0,64.2242279052734,81.66346
5012,1611016502,16110165,1187,1192,1187,1192,hov3,125000,62500,1,81,81,81,ihvs,PM,0,96.0660247802734,70.37804
5022,1611016601,16110166,3032,3040,3032,3040,sov,37500,37500,1,2,2,2,ilvs,PM,0,135.978210449219,104.59863
5042,1611019201,16110192,2454,1675,2454,1675,sov,62500,62500,1,2,2,2,ilvs,NT,0,141.235656738281,129.40778
5047,1611021101,16110211,1234,1347,1234,1347,sov,125000,62500,1,6,6,6,ihvs,PM,0,60.362964630127,57.48854
5052,1611021102,16110211,1234,1357,1234,1357,sov,125000,62500,1,6,6,6,ihvs,MD,0,60.362964630127,57.48854
5060,1611022401,16110224,2586,1706,2586,1706,sov,12500,12500,1,82,2,82,ilvs,MD,0,129.86735534668,110.99774
5078,1611026602,16110266,2671,2087,2671,2087,hov3,37500,18750,1,2,7,2,ilvs,NT,0,1020.07922363281,680.05278
5093,1611027002,16110270,2768,2768,2517,2517,sov,125000,62500,1,82,82,2,ihvs,NT,0,417.266540527344,305.68976
5110,1611029501,16110295,1141,1130,1141,1130,sov,125000,62500,1,6,6,6,ihvi,NT,0,58.6211776733398,48.54756
5148,1611035402,16110354,1445,1445,568,568,sov,87500,43750,1,2,2,1,ihvs,AM,0,123.799003601074,162.04482
5247,1611053402,16110534,1175,144,1175,144,sov,125000,62500,1,81,5,81,ihvs,PM,0,97.3324432373047,80.60658
5313,1611069602,16110696,582,362,582,362,sov,62500,31250,1,7,5,7,ilvs,PM,0,70.5484161376953,53.20393
5362,1611089602,16110896,439,439,444,444,hov2,87500,43750,1,5,5,7,ihvs,NT,0,163.780853271484,139.62562
