EstDataID,personid,hhid,HomeTAZ,o_taz,d_taz,a_taz,mode_final,HHIncomeMP,AvgIncPerAdult,LowIncome,Home_Cluster,O_Cluster,D_Cluster,Segment,tod,ZeroAutoHH,trip_weight,hh_weight
1007,1610193204,16101932,1028,1028,1043,1043,hov3,200000,100000,0,83,83,83,ihvs,AM,0,97.1710357666016,97.17104
1076,1610211304,16102113,2942,2942,2928,2928,school_bus,87500,29166.666666666668,1,81,81,81,ihvs,NT,0,347.725677490234,347.72567
1117,1610215702,16102157,453,453,500,500,hov3,37500,37500,1,7,7,7,ilvs,AM,0,58.098762512207,58.09876
1120,1610215703,16102157,453,453,500,500,hov3,37500,37500,1,7,7,7,ilvs,AM,0,58.098762512207,58.09876
1145,1610225803,16102258,12,12,16,16,hov3,200000,100000,0,84,84,84,ihvs,AM,0,233.438949584961,233.43895
1213,1610239701,16102397,1118,1118,1127,1127,hov2,37500,37500,1,6,6,6,ilvs,PM,0,99.4597015380859,86.4867
1226,1610239703,16102397,1118,1118,1127,1127,hov2,37500,37500,1,6,6,6,ilvs,PM,0,86.4866943359375,86.4867
1268,1610253303,16102533,2767,2767,2721,2721,sov,87500,43750,1,82,82,82,ihvs,AM,0,353.197967529297,353.19796
1280,1610258601,16102586,2478,2478,2452,2452,hov3,125000,62500,1,2,2,2,ihvs,AM,0,101.263893127441,74.186
1293,1610258603,16102586,2478,2478,2452,2452,hov3,125000,62500,1,2,2,2,ihvs,AM,0,74.1860046386719,74.186
1298,1610258604,16102586,2478,2478,2452,2452,hov3,125000,62500,1,2,2,2,ihvs,AM,0,74.1860046386719,74.186
1357,1610266103,16102661,1241,1121,1241,1121,school_bus,200000,100000,0,6,6,6,ihvs,MD,0,105.091522216797,105.09152
1360,1610266104,16102661,1241,1370,1241,1370,other_auto,200000,100000,0,6,6,6,ihvs,MD,0,105.091522216797,105.09152
1376,1610269204,16102692,1242,1242,1127,1127,school_bus,125000,62500,1,6,6,6,ihvs,AM,0,114.717681884766,114.71768
1438,1610295401,16102954,2701,2701,2754,2754,hov3,125000,62500,1,82,82,82,ihvi,AM,0,107.35368347168,91.75529
1440,1610295401,16102954,2701,2701,2754,2754,hov2,125000,62500,1,82,82,82,ihvi,MD,0,107.35368347168,91.75529
1444,1610295403,16102954,2701,2701,2754,2754,hov3,125000,62500,1,82,82,82,ihvi,AM,0,91.7552871704102,91.75529
1486,1610302903,16103029,2055,2055,2050,2050,school_bus,200000,100000,0,3,3,3,ihvs,AM,0,88.1705703735352,88.17057
1490,1610302904,16103029,2055,2055,2050,2050,school_bus,200000,100000,0,3,3,3,ihvs,AM,0,88.1705703735352,88.17057
1522,1610304604,16103046,1708,1708,1525,1525,other_auto,37500,12500,1,2,2,2,ilvi,AM,0,283.270568847656,283.27057
1524,1610304605,16103046,1708,1708,2562,2562,school_bus,37500,12500,1,2,2,2,ilvi,NT,0,283.270568847656,283.27057
1528,1610304703,16103047,2593,2593,2740,2740,school_bus,125000,62500,1,82,82,82,ihvs,NT,0,74.1860046386719,74.186
1530,1610304704,16103047,2593,2593,2596,2596,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,74.1860046386719,74.186
1610,1610336903,16103369,1037,1037,1041,1041,school_bus,125000,62500,1,83,83,83,ihvs,AM,0,278.925323486328,278.92533
1672,1610355903,16103559,2122,2122,2149,2149,sov,62500,20833.333333333332,1,3,3,3,ilvi,AM,0,288.864715576172,188.80046
1707,1610362001,16103620,2748,2748,2757,2757,hov3,62500,62500,1,82,82,82,ilvs,NT,0,249.947341918945,213.08383
1712,1610362001,16103620,2748,2747,2748,2747,sov,62500,62500,1,82,82,82,ilvs,MD,0,249.947341918945,213.08383
1717,1610362002,16103620,2748,2748,2757,2757,hov3,62500,62500,1,82,82,82,ilvs,NT,0,213.083831787109,213.08383
1719,1610362002,16103620,2748,2748,2731,2731,hov3,62500,62500,1,82,82,82,ilvs,NT,0,213.083831787109,213.08383
1726,1610362003,16103620,2748,2748,2731,2731,hov3,62500,62500,1,82,82,82,ilvs,NT,0,213.083831787109,213.08383
1749,1610369903,16103699,2294,2294,2220,2220,school_bus,87500,43750,1,3,3,3,ihvs,NT,0,244.361557006836,244.36155
1820,1610403803,16104038,2354,2354,2097,2097,school_bus,200000,66666.66666666667,1,3,3,3,ihvi,NT,0,363.314361572266,363.31437
1822,1610403804,16104038,2354,2354,2302,2302,school_bus,200000,66666.66666666667,1,3,3,3,ihvi,NT,0,363.314361572266,363.31437
1834,1610404602,16104046,2651,2651,1541,1541,other_auto,12500,12500,1,82,82,2,ilvs,NT,0,490.975280761719,490.97529
1879,1610412601,16104126,2329,2329,1525,1525,hov2,200000,100000,0,3,3,2,ihvs,AM,0,187.931640625,167.27338
1886,1610412603,16104126,2329,2329,1525,1525,hov2,200000,100000,0,3,3,2,ihvs,AM,0,167.273376464844,167.27338
1917,1610417802,16104178,1963,1963,1940,1940,hov3,87500,43750,1,84,84,84,ihvs,AM,0,170.794235229492,128.8041
1919,1610417802,16104178,1963,1963,1940,1940,hov2,87500,43750,1,84,84,84,ihvs,MD,0,170.794235229492,128.8041
1923,1610417804,16104178,1963,1963,1940,1940,hov3,87500,43750,1,84,84,84,ihvs,AM,0,128.804107666016,128.8041
1925,1610417804,16104178,1963,1963,1940,1940,hov2,87500,43750,1,84,84,84,ihvs,MD,0,128.804107666016,128.8041
1964,1610429901,16104299,1909,1909,1916,1916,sov,87500,29166.666666666668,1,84,84,84,ihvs,PM,0,664.417846679688,566.42615
1968,1610429902,16104299,1909,1909,1912,1912,sov,87500,29166.666666666668,1,84,84,84,ihvs,MD,0,664.417846679688,566.42615
1982,1610429904,16104299,1909,1912,1909,1912,sov,87500,29166.666666666668,1,84,84,84,ihvs,MD,0,566.426147460938,566.42615
1980,1610429904,16104299,1909,1909,1969,1969,sov,87500,29166.666666666668,1,84,84,84,ihvs,NT,0,566.426147460938,566.42615
1983,1610429904,16104299,1909,1909,1912,1912,sov,87500,29166.666666666668,1,84,84,84,ihvs,MD,0,566.426147460938,566.42615
1985,1610429905,16104299,1909,1909,1969,1969,hov3,87500,29166.666666666668,1,84,84,84,ihvs,NT,0,566.426147460938,566.42615
1989,1610429905,16104299,1909,1909,1960,1960,hov3,87500,29166.666666666668,1,84,84,84,ihvs,PM,0,566.426147460938,566.42615
1990,1610429906,16104299,1909,1909,1916,1916,school_bus,87500,29166.666666666668,1,84,84,84,ihvs,AM,0,566.426147460938,566.42615
1993,1610429907,16104299,1909,1909,1969,1969,school_bus,87500,29166.666666666668,1,84,84,84,ihvs,AM,0,566.426147460938,566.42615
1995,1610429907,16104299,1909,1909,1960,1960,hov3,87500,29166.666666666668,1,84,84,84,ihvs,PM,0,566.426147460938,566.42615
1997,1610429908,16104299,1909,1909,1969,1969,school_bus,87500,29166.666666666668,1,84,84,84,ihvs,AM,0,566.426147460938,566.42615
1999,1610429908,16104299,1909,1909,1913,1913,hov3,87500,29166.666666666668,1,84,84,84,ihvs,PM,0,566.426147460938,566.42615
2018,1610431804,16104318,1121,1121,1324,1324,hov3,37500,12500,1,6,6,6,ilvi,MD,0,705.344055175781,705.34407
2024,1610431805,16104318,1121,1121,1324,1324,hov3,37500,12500,1,6,6,6,ilvi,MD,0,705.344055175781,705.34407
2243,1610468303,16104683,2159,2159,2069,2069,school_bus,125000,62500,1,3,3,84,ihvs,NT,0,233.330764770508,233.33077
2247,1610468304,16104683,2159,2159,2145,2145,school_bus,125000,62500,1,3,3,3,ihvs,AM,0,233.330764770508,233.33077
2295,1610479203,16104792,2314,2314,2327,2327,hov2,200000,100000,0,3,3,3,ihvs,AM,0,97.1710357666016,97.17104
2331,1610487703,16104877,1088,1088,1041,1041,hov2,125000,62500,1,83,83,83,ihvs,AM,0,126.677192687988,126.67718
2334,1610487704,16104877,1088,1088,1034,1034,hov2,125000,62500,1,83,83,83,ihvs,AM,0,126.677192687988,126.67718
2364,1610493901,16104939,1007,1007,995,995,hov2,37500,18750,1,83,83,83,ilvs,AM,0,397.474792480469,384.03363
2377,1610495101,16104951,482,482,645,645,hov2,200000,100000,0,7,7,7,ihvs,AM,0,269.326751708984,223.04492
2382,1610495101,16104951,482,482,645,645,sov,200000,100000,0,7,7,7,ihvs,MD,0,269.326751708984,223.04492
2392,1610495103,16104951,482,482,645,645,hov2,200000,100000,0,7,7,7,ihvs,AM,0,223.044921875,223.04492
2394,1610495104,16104951,482,482,623,623,hov2,200000,100000,0,7,7,7,ihvs,AM,0,223.044921875,223.04492
2423,1610502903,16105029,408,408,334,334,school_bus,87500,43750,1,5,5,5,ihvs,NT,0,367.570129394531,367.57012
2500,1610520603,16105206,529,529,390,390,hov2,200000,100000,0,7,7,5,ihvs,AM,0,214.982376098633,214.98237
2597,1610554802,16105548,2779,2779,2776,2776,school_bus,62500,20833.333333333332,1,82,82,82,ilvs,AM,0,274.194000244141,179.21176
2599,1610554803,16105548,2779,2779,2747,2747,school_bus,62500,20833.333333333332,1,82,82,82,ilvs,AM,0,179.211761474609,179.21176
2676,1610565302,16105653,3,3,2,2,hov3,200000,100000,0,84,84,84,ihvs,AM,0,50.5317649841309,50.53176
2681,1610565303,16105653,3,3,2,2,hov3,200000,100000,0,84,84,84,ihvs,AM,0,50.5317649841309,50.53176
2687,1610565304,16105653,3,3,2,2,hov3,200000,100000,0,84,84,84,ihvs,AM,0,50.5317649841309,50.53176
2758,1610602601,16106026,2703,2703,2707,2707,hov3,62500,31250,1,82,82,82,ilvs,AM,0,102.517883300781,77.31363
2815,1610613702,16106137,502,502,309,309,school_bus,62500,62500,1,7,7,5,ilvs,AM,0,109.815406799316,109.81541
2819,1610613703,16106137,502,502,309,309,school_bus,62500,62500,1,7,7,5,ilvs,AM,0,109.815406799316,109.81541
2845,1610627801,16106278,2463,2463,1659,1659,hov2,125000,62500,1,2,2,2,ihvs,AM,0,82.7253112792969,60.60462
2850,1610627801,16106278,2463,2463,1659,1659,sov,125000,62500,1,2,2,2,ihvs,MD,0,82.7253112792969,60.60462
2860,1610627803,16106278,2463,2463,1659,1659,hov2,125000,62500,1,2,2,2,ihvs,AM,0,60.604621887207,60.60462
2878,1610630202,16106302,1339,1339,1233,1233,school_bus,62500,62500,1,6,6,6,ilvs,AM,0,111.458999633789,111.459
2881,1610630203,16106302,1339,1339,1323,1323,school_bus,62500,62500,1,6,6,6,ilvs,AM,0,111.458999633789,111.459
2902,1610635103,16106351,1832,1832,2048,2048,hov3,87500,43750,1,83,83,3,ihvs,AM,0,299.122497558594,299.12251
2931,1610640503,16106405,2387,2387,1617,1617,hov2,200000,100000,0,3,3,3,ihvs,AM,0,241.775421142578,241.77542
2965,1610645002,16106450,1000,1000,910,910,school_bus,62500,62500,1,83,83,83,ilvs,AM,0,79.8753814697266,79.87538
2967,1610645003,16106450,1000,1000,1002,1002,school_bus,62500,62500,1,83,83,83,ilvs,AM,0,79.8753814697266,79.87538
3122,1610681103,16106811,970,970,951,951,other_auto,125000,62500,1,83,83,83,ihvs,AM,0,261.011169433594,261.01116
3180,1610688002,16106880,2150,2150,2130,2130,sov,200000,100000,0,3,3,3,ihvs,MD,0,438.702117919922,363.31437
3193,1610688004,16106880,2150,2150,2145,2145,school_bus,200000,100000,0,3,3,3,ihvs,AM,0,363.314361572266,363.31437
3201,1610688005,16106880,2150,2150,2130,2130,school_bus,200000,100000,0,3,3,3,ihvs,AM,0,363.314361572266,363.31437
3207,1610689801,16106898,491,491,490,490,hov3,87500,29166.666666666668,1,7,7,7,ihvs,AM,0,567.422241210938,483.73591
3212,1610689801,16106898,491,491,490,490,sov,87500,29166.666666666668,1,7,7,7,ihvs,MD,0,567.422241210938,483.73591
3223,1610689804,16106898,491,491,490,490,hov3,87500,29166.666666666668,1,7,7,7,ihvs,AM,0,483.735900878906,483.73591
3258,1610700002,16107000,1176,1176,1187,1187,sov,87500,43750,1,81,81,81,ihvs,PM,0,466.357666015625,310.60693
3264,1610700003,16107000,1176,1176,1187,1187,other_auto,87500,43750,1,81,81,81,ihvs,AM,0,310.60693359375,310.60693
3266,1610700004,16107000,1176,1176,1187,1187,other_auto,87500,43750,1,81,81,81,ihvs,AM,0,310.60693359375,310.60693
3285,1610700702,16107007,1075,1075,1073,1073,school_bus,12500,12500,1,83,83,83,ilvs,NT,0,100.204109191895,100.20411
3290,1610700703,16107007,1075,1075,1068,1068,school_bus,12500,12500,1,83,83,83,ilvs,AM,0,100.204109191895,100.20411
3307,1610704303,16107043,1956,1956,1541,1541,hov3,200000,66666.66666666667,1,84,84,2,ihvs,NT,0,790.658081054688,502.00513
3310,1610704304,16107043,1956,1956,1541,1541,hov3,200000,66666.66666666667,1,84,84,2,ihvs,NT,0,502.005126953125,502.00513
3378,1610726904,16107269,127,127,127,127,hov3,200000,100000,0,5,5,5,ihvs,PM,0,32.470760345459,32.47076
3381,1610727502,16107275,2627,2627,2776,2776,sov,125000,62500,1,82,82,82,ihvs,MD,0,82.7253112792969,60.60462
3383,1610727503,16107275,2627,2627,2776,2776,school_bus,125000,62500,1,82,82,82,ihvs,NT,0,60.604621887207,60.60462
3500,1610757803,16107578,898,898,898,898,hov3,37500,18750,1,83,83,83,ilvs,MD,0,271.841613769531,271.84163
3505,1610757804,16107578,898,898,898,898,hov3,37500,18750,1,83,83,83,ilvs,MD,0,271.841613769531,271.84163
3565,1610766003,16107660,477,477,623,623,hov3,200000,100000,0,7,7,7,ihvs,AM,0,223.044921875,223.04492
3567,1610766004,16107660,477,477,623,623,hov3,200000,100000,0,7,7,7,ihvs,AM,0,223.044921875,223.04492
3589,1610772503,16107725,1649,1649,3038,3038,hov3,87500,43750,1,2,2,2,ihvs,AM,0,66.9754638671875,66.97547
3594,1610772504,16107725,1649,1649,1645,1645,hov3,87500,43750,1,2,2,2,ihvs,AM,0,66.9754638671875,66.97547
3626,1610783602,16107836,1011,1011,1026,1026,hov3,125000,62500,1,83,83,83,ihvs,AM,0,269.505310058594,197.43979
3628,1610783602,16107836,1011,1011,1026,1026,sov,125000,62500,1,83,83,83,ihvs,MD,0,269.505310058594,197.43979
3630,1610783603,16107836,1011,1011,1026,1026,hov3,125000,62500,1,83,83,83,ihvs,AM,0,197.439788818359,197.43979
3632,1610783604,16107836,1011,1011,1026,1026,hov3,125000,62500,1,83,83,83,ihvs,AM,0,197.439788818359,197.43979
3634,1610783605,16107836,1011,1011,1026,1026,hov3,125000,62500,1,83,83,83,ihvs,AM,0,197.439788818359,197.43979
3650,1610787002,16107870,1735,1735,2596,2596,hov3,62500,31250,1,2,2,82,ilvs,AM,0,164.408660888672,123.98844
3652,1610787002,16107870,1735,1735,2596,2596,hov2,62500,31250,1,2,2,82,ilvs,MD,0,164.408660888672,123.98844
3654,1610787003,16107870,1735,1735,2596,2596,hov3,62500,31250,1,2,2,82,ilvs,AM,0,123.988426208496,123.98844
3656,1610787004,16107870,1735,1735,2596,2596,hov3,62500,31250,1,2,2,82,ilvs,AM,0,123.988426208496,123.98844
3658,1610787005,16107870,1735,1735,2596,2596,hov3,62500,31250,1,2,2,82,ilvs,AM,0,123.988426208496,123.98844
3660,1610787005,16107870,1735,1735,2596,2596,hov2,62500,31250,1,2,2,82,ilvs,MD,0,123.988426208496,123.98844
3674,1610787902,16107879,2927,2927,2928,2928,school_bus,62500,62500,1,81,81,81,ilvs,AM,0,35.6606483459473,35.66065
3690,1610789102,16107891,2114,2114,2220,2220,other_auto,37500,37500,1,3,3,3,ilvs,NT,0,114.285217285156,114.28522
3695,1610789103,16107891,2114,2220,2114,2220,other_auto,37500,37500,1,3,3,3,ilvs,MD,0,114.285217285156,114.28522
3714,1610793302,16107933,1604,1604,1641,1641,hov3,37500,37500,1,4,4,2,ilvs,NT,0,228.792831420898,228.79283
3720,1610793303,16107933,1604,1604,1641,1641,hov3,37500,37500,1,4,4,2,ilvs,NT,0,228.792831420898,228.79283
3728,1610793304,16107933,1604,1890,1604,1890,school_bus,37500,37500,1,4,4,4,ilvs,MD,0,228.792831420898,228.79283
3882,1610826204,16108262,2468,2468,2452,2452,hov3,125000,62500,1,2,2,2,ihvs,AM,0,74.1860046386719,74.186
3980,1610845503,16108455,1328,1328,1323,1323,hov2,200000,100000,0,6,6,6,ihvs,AM,0,155.62385559082,155.62386
3998,1610848403,16108484,2062,2062,2069,2069,school_bus,87500,43750,1,84,84,84,ihvs,NT,0,128.804107666016,128.8041
4002,1610848404,16108484,2062,2106,2062,2106,hov3,87500,43750,1,84,3,84,ihvs,NT,0,128.804107666016,128.8041
4020,1610856104,16108561,998,998,1002,1002,hov2,37500,9375,1,83,83,83,ilvs,AM,0,1364.99194335938,1049.99381
4026,1610856105,16108561,998,998,1002,1002,hov2,37500,9375,1,83,83,83,ilvs,AM,0,1049.99377441406,1049.99381
4158,1610881502,16108815,2108,2108,2064,2064,hov3,200000,100000,0,3,3,84,ihvs,AM,0,120.352828979492,88.17057
4167,1610881504,16108815,2108,2108,2064,2064,hov3,200000,100000,0,3,3,84,ihvs,AM,0,88.1705703735352,88.17057
4177,1610882902,16108829,127,127,628,628,hov2,125000,62500,1,5,5,7,ihvs,AM,0,114.299858093262,110.43464
4183,1610882902,16108829,127,628,127,628,hov2,125000,62500,1,5,7,5,ihvs,PM,0,114.299858093262,110.43464
4184,1610882903,16108829,127,127,628,628,hov2,125000,62500,1,5,5,7,ihvs,AM,0,110.434646606445,110.43464
4215,1610885403,16108854,721,712,721,712,other_auto,62500,31250,1,82,82,82,ilvs,MD,0,350.500396728516,350.50041
4259,1610891303,16108913,2771,2771,2768,2768,hov3,200000,100000,0,82,82,82,ihvs,AM,0,88.1705703735352,88.17057
4268,1610893401,16108934,2451,2451,1621,1621,hov2,62500,62500,1,2,2,3,ilvs,AM,0,44.5470008850098,33.59502
4270,1610893401,16108934,2451,2451,1621,1621,sov,62500,62500,1,2,2,3,ilvs,PM,0,44.5470008850098,33.59502
4275,1610893402,16108934,2451,2451,1621,1621,hov2,62500,62500,1,2,2,3,ilvs,AM,0,33.5950241088867,33.59502
4284,1610894903,16108949,2602,2602,2596,2596,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,71.762939453125,71.76294
4288,1610894904,16108949,2602,2602,2596,2596,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,71.762939453125,71.76294
4327,1610903003,16109030,2017,2017,1995,1995,sov,62500,20833.333333333332,1,3,3,84,ilvs,AM,0,308.28271484375,201.49196
4329,1610903003,16109030,2017,2017,1995,1995,sov,62500,20833.333333333332,1,3,3,84,ilvs,MD,0,308.28271484375,201.49196
4451,1610924803,16109248,1947,1947,1864,1864,hov2,125000,62500,1,84,84,3,ihvs,MD,0,94.6746292114258,94.67463
4464,1610926601,16109266,1689,1525,1689,1525,hov2,200000,100000,0,2,2,2,ihvs,MD,0,273.554962158203,226.54656
4470,1610926603,16109266,1689,1689,1525,1525,hov2,200000,100000,0,2,2,2,ihvs,AM,0,226.54655456543,226.54656
4491,1610930304,16109303,1035,1035,1051,1051,other_auto,125000,41666.666666666664,1,83,83,83,ihvs,NT,0,522.875244140625,522.87522
4516,1610934003,16109340,2010,2010,1995,1995,school_bus,87500,43750,1,84,84,84,ihvs,AM,0,432.348968505859,432.34895
4518,1610934004,16109340,2010,2010,1995,1995,school_bus,87500,43750,1,84,84,84,ihvs,AM,0,432.348968505859,432.34895
4522,1610935303,16109353,2033,2033,2032,2032,school_bus,87500,43750,1,3,3,3,ihvs,AM,0,128.804107666016,128.8041
4574,1610938501,16109385,2771,2771,2757,2757,sov,125000,62500,1,82,82,82,ihvs,PM,0,230.166931152344,190.61444
4584,1610938503,16109385,2771,2771,2757,2757,school_bus,125000,62500,1,82,82,82,ihvs,NT,0,190.614440917969,190.61444
4605,1610945902,16109459,2038,2038,2048,2048,school_bus,125000,125000,0,3,3,3,ihvs,AM,0,33.2044067382813,33.20441
4607,1610945902,16109459,2038,2038,2231,2231,hov3,125000,125000,0,3,3,3,ihvs,PM,0,33.2044067382813,33.20441
4609,1610945903,16109459,2038,2038,2048,2048,school_bus,125000,125000,0,3,3,3,ihvs,AM,0,33.2044067382813,33.20441
4634,1610947902,16109479,2547,2547,2570,2570,hov2,125000,62500,1,2,2,2,ihvs,AM,0,264.080352783203,225.70971
4638,1610947903,16109479,2547,2547,2570,2570,hov2,125000,62500,1,2,2,2,ihvs,AM,0,225.709716796875,225.70971
4660,1610956602,16109566,2458,2458,2457,2457,hov2,37500,37500,1,2,2,2,ilvs,AM,0,307.005035400391,307.00502
4662,1610956602,16109566,2458,2458,2457,2457,other_auto,37500,37500,1,2,2,2,ilvs,PM,0,307.005035400391,307.00502
4674,1610958404,16109584,2108,2108,2149,2149,sov,125000,31250,1,3,3,3,ihvi,AM,0,871.557250976563,553.36967
4678,1610958405,16109584,2108,2108,2069,2069,school_bus,125000,31250,1,3,3,84,ihvi,NT,0,553.369689941406,553.36967
4711,1610962801,16109628,1542,1542,1458,1458,hov3,62500,31250,1,2,2,2,ilvs,AM,0,181.384902954102,136.79103
4717,1610962801,16109628,1542,1542,1458,1458,sov,62500,31250,1,2,2,2,ilvs,PM,0,181.384902954102,136.79103
4723,1610962803,16109628,1542,1542,1458,1458,hov3,62500,31250,1,2,2,2,ilvs,AM,0,136.791030883789,136.79103
4725,1610962804,16109628,1542,1542,1458,1458,hov3,62500,31250,1,2,2,2,ilvs,AM,0,136.791030883789,136.79103
4727,1610963701,16109637,2774,2774,2734,2734,sov,200000,66666.66666666667,1,82,82,82,ihvi,MD,0,107.737327575684,95.89437
4732,1610963702,16109637,2774,2774,2734,2734,hov2,200000,66666.66666666667,1,82,82,82,ihvi,AM,0,115.792449951172,95.89437
4788,1610969603,16109696,2114,2114,2149,2149,sov,200000,66666.66666666667,1,3,3,3,ihvs,AM,0,610.685791015625,387.737
4790,1610969603,16109696,2114,2114,2149,2149,hov2,200000,66666.66666666667,1,3,3,3,ihvs,MD,0,610.685791015625,387.737
4794,1610969604,16109696,2114,2114,2069,2069,school_bus,200000,66666.66666666667,1,3,3,84,ihvs,AM,0,387.736999511719,387.737
4799,1610969605,16109696,2114,2114,2145,2145,school_bus,200000,66666.66666666667,1,3,3,3,ihvs,AM,0,387.736999511719,387.737
4837,1610971701,16109717,1842,1842,1431,1431,hov2,125000,62500,1,83,83,2,ihvs,MD,0,190.298950195313,183.86372
4851,1610971704,16109717,1842,1842,1431,1431,hov2,125000,62500,1,83,83,2,ihvs,MD,0,183.863723754883,183.86372
5013,1611016503,16110165,1187,1187,1194,1194,hov3,125000,62500,1,81,81,81,ihvs,AM,0,70.3780364990234,70.37804
5017,1611016504,16110165,1187,1187,1194,1194,hov3,125000,62500,1,81,81,81,ihvs,AM,0,70.3780364990234,70.37804
5064,1611023301,16110233,2250,2250,2309,2309,hov2,87500,43750,1,3,3,3,ihvs,MD,0,223.759811401367,168.74798
5066,1611023301,16110233,2250,2250,2309,2309,sov,87500,43750,1,3,3,3,ihvs,PM,0,223.759811401367,168.74798
5068,1611023304,16110233,2250,2250,2244,2244,other_auto,87500,43750,1,3,3,3,ihvs,AM,0,168.747970581055,168.74798
5096,1611027003,16110270,2768,2768,2732,2732,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,305.689758300781,305.68976
5098,1611027004,16110270,2768,2768,2732,2732,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,305.689758300781,305.68976
5102,1611027005,16110270,2768,2768,2732,2732,school_bus,125000,62500,1,82,82,82,ihvs,AM,0,305.689758300781,305.68976
