EstDataID,personid,hhid,HomeTAZ,o_taz,d_taz,a_taz,mode_final,HHIncomeMP,AvgIncPerWorker,LowIncome,Home_Cluster,O_Cluster,D_Cluster,Segment,tod,ZeroAutoHH,trip_weight,hh_weight
425,1610074001,16100740,1460,1460,2486,2486,sov,62500,31250,1,2,2,2,ilvs,MD,0,26.4083118438721,28.4511
441,1610076401,16100764,1843,1843,1662,1662,sov,125000,62500,1,83,83,2,ihvs,NT,0,70.8847274780273,74.186
451,1610078601,16100786,161,161,127,127,hov3,37500,18750,1,5,5,5,ilvi,AM,0,121.056022644043,133.02858
472,1610080301,16100803,2618,2598,2618,2598,hov2,62500,31250,1,82,2,82,ilvs,PM,0,108.071029663086,79.17292
473,1610080301,16100803,2618,2618,2598,2598,sov,62500,31250,1,82,82,2,ilvs,PM,0,108.071029663086,79.17292
476,1610080302,16100803,2618,2618,NA,NA,sov,62500,31250,1,82,82,NA,ilvs,NT,0,75.6497192382813,79.17292
495,1610086101,16100861,2412,2412,2567,2567,sov,200000,66666.66666666667,1,2,2,2,ihvs,AM,0,346.638763427734,410.10204
497,1610086101,16100861,2412,2412,2567,2567,sov,200000,66666.66666666667,1,2,2,2,ihvs,MD,0,346.638763427734,410.10204
506,1610086103,16100861,2412,2412,319,319,sov,200000,66666.66666666667,1,2,2,5,ihvs,NT,0,322.524749755859,410.10204
516,1610089702,16100897,1204,1204,1192,1192,sov,62500,31250,1,81,81,81,ilvs,MD,0,97.4732894897461,127.58618
521,1610090302,16100903,2360,2360,2377,2377,other_auto,37500,18750,1,3,3,3,ilvi,AM,0,293.039642333984,279.08536
524,1610090303,16100903,2360,2360,2357,2357,other_auto,37500,18750,1,3,3,3,ilvi,MD,0,253.967681884766,279.08536
534,1610101101,16101011,480,480,362,362,sov,62500,62500,1,7,7,5,ilvs,AM,0,92.4306411743164,99.58052
536,1610101101,16101011,480,480,362,362,sov,62500,62500,1,7,7,5,ilvs,MD,0,92.4306411743164,99.58052
552,1610102601,16101026,2018,2018,2291,2291,sov,37500,37500,1,84,84,3,ilvi,NT,0,89.3527450561523,123.33022
585,1610108701,16101087,2627,2627,596,596,sov,62500,62500,1,82,82,1,ilvs,AM,0,199.665115356445,243.16783
608,1610113101,16101131,357,357,1685,1685,other_auto,87500,43750,1,5,5,2,ihvs,AM,0,172.923202514648,210.59945
613,1610113101,16101131,357,2106,357,2106,other_auto,87500,43750,1,5,3,5,ihvs,PM,0,247.033157348633,210.59945
616,1610113102,16101131,357,357,336,336,sov,87500,43750,1,5,5,5,ihvs,AM,0,172.923202514648,210.59945
629,1610121302,16101213,643,643,321,321,sov,200000,100000,0,7,7,5,ihvs,AM,0,64.2242279052734,81.66346
637,1610123001,16101230,2477,2477,1797,1797,sov,87500,43750,1,2,2,2,ihvs,MD,0,290.010833740234,353.19796
651,1610134701,16101347,2065,2065,416,416,sov,200000,100000,0,84,84,5,ihvs,AM,0,204.36067199707,241.77542
655,1610134702,16101347,2065,2065,1679,1679,sov,200000,100000,0,84,84,2,ihvs,AM,0,204.36067199707,241.77542
668,1610139402,16101394,2767,2767,2776,2776,sov,62500,62500,1,82,82,82,ilvs,NT,0,115.086067199707,123.98844
715,1610150102,16101501,2455,2455,2376,2376,sov,125000,62500,1,2,2,3,ihvs,AM,0,57.90771484375,60.60462
730,1610152902,16101529,1117,1117,3013,3013,sov,37500,18750,1,6,6,6,ilvs,MD,0,74.7565460205078,57.50504
745,1610154801,16101548,1164,1164,607,607,sov,87500,29166.666666666668,1,81,81,7,ihvs,AM,0,214.382125854492,261.09137
747,1610154802,16101548,1164,1164,3025,3025,sov,87500,29166.666666666668,1,81,81,5,ihvs,NT,0,199.46858215332,261.09137
775,1610156701,16101567,648,648,607,607,sov,125000,125000,0,7,7,7,ihvs,AM,0,49.5914039611816,63.05729
878,1610166301,16101663,1018,1018,1554,1554,sov,12500,4166.666666666667,1,83,83,2,ilvs,AM,0,867.756530761719,1197.73159
886,1610166901,16101669,2693,2693,2633,2633,sov,12500,12500,1,82,82,82,ilvs,AM,0,1172.19079589844,1860.62023
901,1610169702,16101697,2422,2422,578,578,sov,87500,87500,0,7,7,1,ihvs,AM,0,186.68733215332,244.36155
915,1610173903,16101739,2953,2953,2524,2524,auto_pay,12500,6250,1,81,81,82,ilvi,AM,0,309.985992431641,309.98598
917,1610174201,16101742,1659,1659,1438,1438,sov,200000,100000,0,2,2,2,ihvs,NT,0,81.5298156738281,110.92492
919,1610174202,16101742,1659,1659,3060,3060,sov,200000,100000,0,2,2,2,ihvs,NT,0,87.2369003295898,110.92492
922,1610176201,16101762,1477,1477,3031,3031,lb,12500,12500,1,2,2,2,v0,NT,1,37.6942596435547,46.02474
926,1610178001,16101780,669,669,799,799,sov,125000,62500,1,81,81,82,ihvs,AM,0,76.2105178833008,96.90447
933,1610178002,16101780,669,669,3025,3025,sov,125000,62500,1,81,81,5,ihvs,NT,0,76.2105178833008,96.90447
949,1610184401,16101844,702,702,1892,1892,sov,125000,62500,1,82,82,2,ihvs,AM,0,64.568244934082,67.57535
952,1610184402,16101844,702,702,1419,1419,other_auto,125000,62500,1,82,82,2,ihvs,AM,0,81.5972366333008,67.57535
986,1610186702,16101867,2491,2491,3031,3031,sov,125000,41666.666666666664,1,82,82,2,ihvs,NT,0,155.570648193359,197.81378
998,1610193201,16101932,1028,1028,1428,1428,sov,200000,100000,0,83,83,2,ihvs,NT,0,92.846923828125,97.17104
1029,1610204301,16102043,1495,1495,2218,2218,sov,37500,37500,1,2,2,3,ilvs,AM,0,42.4863891601563,46.68834
1066,1610211001,16102110,2572,2572,2595,2595,sov,62500,62500,1,2,2,82,ilvi,AM,0,85.6679153442383,104.33311
1073,1610211302,16102113,2942,2942,2952,2952,sov,87500,87500,0,81,81,81,ihvs,AM,0,234.401870727539,347.72567
1078,1610211601,16102116,1784,1784,1426,1426,sov,62500,62500,1,4,4,2,ilvs,AM,0,43.5820388793945,46.95328
1089,1610212302,16102123,1865,1865,2281,2281,sov,125000,62500,1,3,3,3,ihvs,AM,0,80.365104675293,110.92492
1095,1610215201,16102152,2202,2202,2392,2392,sov,87500,29166.666666666668,1,3,3,1,ihvs,AM,0,101.357482910156,109.19788
1099,1610215202,16102152,2202,2202,1440,1440,sov,87500,29166.666666666668,1,3,3,2,ihvs,AM,0,116.950927734375,109.19788
1128,1610219301,16102193,445,445,2391,2391,sov,37500,37500,1,7,7,1,ilvs,AM,0,69.3386077880859,76.19628
1174,1610228401,16102284,2051,2279,2051,2279,sov,200000,100000,0,3,3,3,ihvs,MD,0,133.001602172852,118.38148
1175,1610228401,16102284,2051,2051,2279,2279,sov,200000,100000,0,3,3,3,ihvs,MD,0,133.001602172852,118.38148
1180,1610228402,16102284,2051,2051,1613,1613,sov,200000,100000,0,3,3,3,ihvs,AM,0,100.061950683594,118.38148
1184,1610228402,16102284,2051,1613,2051,1613,sov,200000,100000,0,3,3,3,ihvs,PM,0,92.914665222168,118.38148
1192,1610237501,16102375,2477,2477,3055,3055,hov2,125000,62500,1,2,2,2,ihvi,AM,0,31.7268104553223,33.20441
1201,1610237502,16102375,2477,2477,3055,3055,hov2,125000,62500,1,2,2,2,ihvi,AM,0,45.3240165710449,33.20441
1233,1610243001,16102430,2444,585,2444,585,sov,200000,200000,0,2,7,2,ihvs,MD,0,63.8321647644043,87.40839
1243,1610244401,16102444,1844,1844,2409,2409,other_auto,62500,31250,1,83,83,2,ilvs,MD,0,132.405029296875,161.25322
1245,1610244402,16102444,1844,1844,1438,1438,sov,62500,31250,1,83,83,2,ilvs,NT,0,123.194236755371,161.25322
1259,1610250701,16102507,2663,2663,488,488,sov,37500,37500,1,2,2,7,ilvs,AM,0,434.504730224609,689.69004
1266,1610253302,16102533,2767,2767,1691,1691,sov,87500,43750,1,82,82,2,ihvs,AM,0,290.010833740234,353.19796
1291,1610258602,16102586,2478,2478,1432,1432,sov,125000,62500,1,2,2,2,ihvs,NT,0,70.8847274780273,74.186
1321,1610260701,16102607,1992,1992,2376,2376,sov,125000,62500,1,84,84,3,ihvs,AM,0,78.888298034668,93.33132
1324,1610260702,16102607,1992,1992,1913,1913,sov,125000,62500,1,84,84,84,ihvs,PM,0,102.89778137207,93.33132
1339,1610264701,16102647,1948,1948,1672,1672,sov,125000,62500,1,84,84,2,ihvs,AM,0,56.6338043212891,67.00243
1344,1610264702,16102647,1948,1948,1603,1603,sov,125000,62500,1,84,84,2,ihvs,NT,0,56.6338043212891,67.00243
1386,1610275901,16102759,261,1433,261,1433,other_auto,200000,100000,0,5,2,5,ihvs,NT,0,44.3225860595703,32.47076
1408,1610281401,16102814,506,506,3024,3024,sov,87500,87500,0,7,7,5,ihvs,NT,0,95.6919479370117,125.25452
1411,1610284901,16102849,2451,2451,2358,2358,sov,125000,62500,1,2,2,3,ihvs,AM,0,31.9783382415771,33.46765
1417,1610289001,16102890,2688,1534,2688,1534,sov,62500,31250,1,83,2,83,ilvs,NT,0,114.394653320313,161.25322
1415,1610289001,16102890,2688,2688,1612,1612,sov,62500,31250,1,83,83,2,ilvs,AM,0,123.194236755371,161.25322
1418,1610289002,16102890,2688,2688,1547,1547,sov,62500,31250,1,83,83,2,ilvs,AM,0,123.194236755371,161.25322
1426,1610293001,16102930,3063,3063,2299,2299,sov,125000,125000,0,2,2,3,ihvs,AM,0,83.2116088867188,68.91231
1468,1610299002,16102990,95,95,211,211,sov,125000,62500,1,5,5,5,ihvs,AM,0,92.5922164916992,96.90447
1473,1610302202,16103022,374,374,590,590,sov,87500,87500,0,5,5,1,ihvs,AM,0,214.581283569336,261.33392
1475,1610302901,16103029,2055,2055,1293,1293,sov,200000,100000,0,3,3,6,ihvs,AM,0,84.2469787597656,88.17057
1479,1610302902,16103029,2055,2055,287,287,sov,200000,100000,0,3,3,5,ihvs,AM,0,84.2469787597656,88.17057
1526,1610304701,16103047,2593,2593,2445,2445,sov,125000,62500,1,82,82,2,ihvs,AM,0,70.8847274780273,74.186
1532,1610305601,16103056,1883,1883,3075,3075,sov,125000,62500,1,3,3,2,ihvs,NT,0,85.7164306640625,116.621
1535,1610305603,16103056,1883,1883,2164,2164,hov2,125000,62500,1,3,3,3,ihvs,AM,0,111.431358337402,116.621
1545,1610309201,16103092,2691,2691,2180,2180,hov2,87500,43750,1,83,83,3,ihvs,NT,0,97.6686172485352,105.22368
1555,1610313802,16103138,1447,1433,1447,1433,sov,62500,31250,1,2,2,2,ilvs,NT,0,122.94751739502,161.25322
1553,1610313802,16103138,1447,1447,1701,1701,sov,62500,31250,1,2,2,2,ilvs,MD,0,132.405029296875,161.25322
1565,1610318401,16103184,2468,1735,2468,1735,sov,200000,66666.66666666667,1,2,2,2,ihvs,NT,0,171.689865112305,235.10303
1566,1610318402,16103184,2468,2468,2279,2279,sov,200000,66666.66666666667,1,2,2,3,ihvs,NT,0,184.896774291992,235.10303
1587,1610324501,16103245,1344,1344,1141,1141,sov,62500,62500,1,6,6,6,ilvs,MD,0,16.0261211395264,17.26581
1606,1610336901,16103369,1037,1037,1433,1433,sov,125000,62500,1,83,83,2,ihvs,NT,0,235.761642456055,278.92533
1608,1610336902,16103369,1037,1037,1051,1051,sov,125000,62500,1,83,83,83,ihvs,AM,0,266.513153076172,278.92533
1627,1610343301,16103433,1876,1876,1433,1433,sov,125000,62500,1,3,3,2,ihvs,AM,0,31.8098926544189,33.29136
1631,1610343302,16103433,1876,1876,2175,2175,sov,125000,62500,1,3,3,3,ihvs,AM,0,31.8098926544189,33.29136
1637,1610349701,16103497,33,285,33,285,sov,62500,31250,1,7,5,7,ilvs,NT,0,64.5565185546875,97.37031
1635,1610349701,16103497,33,33,1876,1876,sov,62500,31250,1,7,7,3,ilvs,MD,0,69.5223999023438,97.37031
1747,1610369902,16103699,2294,2294,2291,2291,sov,87500,87500,0,3,3,3,ihvs,MD,0,186.68733215332,244.36155
1767,1610372802,16103728,339,640,339,640,sov,87500,43750,1,5,7,5,ihvs,PM,0,88.6974563598633,102.90922
1771,1610382601,16103826,1590,1590,566,566,sov,87500,87500,0,4,4,1,ihvs,MD,0,38.3776741027832,41.34634
1787,1610393402,16103934,917,917,725,725,sov,87500,43750,1,83,83,82,ihvs,NT,0,95.65966796875,103.05933
1793,1610394001,16103940,1677,1677,3063,3063,sov,125000,62500,1,2,2,2,ihvs,AM,0,31.8098926544189,33.29136
1799,1610394002,16103940,1677,1677,3031,3031,sov,125000,62500,1,2,2,2,ihvs,MD,0,31.8098926544189,33.29136
1803,1610396801,16103968,1605,1605,1691,1691,sov,87500,43750,1,4,4,2,ihvs,NT,0,37.1178703308105,34.65721
1812,1610396802,16103968,1605,1605,1613,1613,sov,87500,43750,1,4,4,3,ihvs,AM,0,37.1178703308105,34.65721
1816,1610403801,16104038,2354,2354,2397,2397,sov,200000,100000,0,3,3,3,ihvi,AM,0,263.221252441406,363.31437
1818,1610403802,16104038,2354,2354,2229,2229,sov,200000,100000,0,3,3,3,ihvi,AM,0,297.554473876953,363.31437
1873,1610407301,16104073,779,779,820,820,hov2,37500,18750,1,82,82,82,ilvs,NT,0,47.488410949707,52.18507
1875,1610407302,16104073,779,779,820,820,hov2,37500,18750,1,82,82,82,ilvs,NT,0,54.794319152832,52.18507
1900,1610415101,16104151,668,116,668,116,sov,87500,43750,1,81,5,81,ihvs,PM,0,106.457557678223,139.62562
1898,1610415101,16104151,668,668,287,287,sov,87500,43750,1,81,81,5,ihvs,NT,0,114.646598815918,139.62562
1901,1610415102,16104151,668,668,669,669,sov,87500,43750,1,81,81,81,ihvs,AM,0,114.646598815918,139.62562
1903,1610415301,16104153,2367,2367,301,301,sov,200000,100000,0,7,7,5,ihvs,AM,0,35.9637031555176,37.63862
1914,1610417801,16104178,1963,1963,2175,2175,sov,87500,43750,1,84,84,3,ihvs,NT,0,119.555969238281,128.8041
1943,1610419801,16104198,1214,451,1214,451,sov,37500,37500,1,81,7,81,ilvs,PM,0,61.7868194580078,88.83799
1957,1610427801,16104278,1685,1685,2352,2352,sov,125000,62500,1,2,2,3,ihvs,AM,0,31.8098926544189,33.29136
1960,1610427802,16104278,NA,NA,NA,NA,sov,125000,62500,1,NA,NA,NA,ihvs,AM,0,31.8098926544189,33.29136
1962,1610429901,16104299,1909,1909,1685,1685,sov,87500,43750,1,84,84,2,ihvs,AM,0,465.092498779297,566.42615
1978,1610429903,16104299,1909,1909,584,584,sov,87500,43750,1,84,84,7,ihvs,NT,0,606.642395019531,566.42615
2073,1610436801,16104368,1903,1903,1585,1585,sov,200000,100000,0,4,4,4,ihvs,AM,0,84.2469787597656,88.17057
2118,1610438501,16104385,2655,2655,1420,1420,sov,62500,31250,1,2,2,2,ilvs,AM,0,31.8098926544189,33.29136
2127,1610438502,16104385,2655,2655,3073,3073,sov,62500,31250,1,2,2,2,ilvs,AM,0,31.8098926544189,33.29136
2129,1610438502,16104385,2655,2655,3073,3073,sov,62500,31250,1,2,2,2,ilvs,MD,0,31.8098926544189,33.29136
2148,1610444701,16104447,1703,1703,2391,2391,sov,37500,37500,1,2,2,1,ilvs,AM,0,57.8065795898438,63.52371
2166,1610450101,16104501,2688,2688,1497,1497,sov,87500,43750,1,83,83,2,ihvs,AM,0,47.8218841552734,51.5211
2183,1610456501,16104565,1998,1998,2180,2180,sov,87500,43750,1,84,84,3,ihvs,AM,0,156.631866455078,168.74798
2205,1610460801,16104608,528,528,582,582,sov,200000,66666.66666666667,1,7,7,7,ihvi,NT,0,93.3184432983398,138.43412
2207,1610460802,16104608,528,528,337,337,sov,200000,66666.66666666667,1,7,7,5,ihvi,NT,0,93.3184432983398,138.43412
2222,1610465902,16104659,2464,2464,1432,1432,sov,87500,43750,1,2,2,2,ihvs,AM,0,47.8218841552734,51.5211
2226,1610468301,16104683,2159,2159,1893,1893,sov,125000,62500,1,3,3,2,ihvs,NT,0,197.222839355469,233.33077
2235,1610468302,16104683,2159,2159,2176,2176,sov,125000,62500,1,3,3,3,ihvs,AM,0,222.947555541992,233.33077
2260,1610468802,16104688,2627,2627,3012,3012,sov,62500,31250,1,82,82,6,ilvs,NT,0,327.734710693359,387.737
2269,1610469001,16104690,758,758,2564,2564,sov,37500,37500,1,82,82,2,ilvs,NT,0,133.029769897461,177.60985
2271,1610469201,16104692,1961,1961,1095,1095,sov,87500,43750,1,84,84,83,ihvs,AM,0,133.05500793457,162.04482
2281,1610473402,16104734,1138,1138,1292,1292,auto_pay,37500,18750,1,6,6,6,ilvi,AM,0,51.3620948791504,63.80385
2290,1610479201,16104792,2314,1893,2314,1893,sov,200000,100000,0,3,2,3,ihvs,PM,0,86.2150039672852,97.17104
2311,1610486901,16104869,1981,1981,1464,1464,sov,125000,62500,1,84,84,2,ihvs,NT,0,210.480499267578,249.01567
2314,1610486902,16104869,1981,1981,1438,1438,sov,125000,62500,1,84,84,2,ihvs,NT,0,210.480499267578,249.01567
2325,1610487701,16104877,1088,1727,1088,1727,sov,125000,62500,1,83,2,83,ihvs,PM,0,112.394332885742,126.67718
2330,1610487702,16104877,1088,1043,1088,1043,hov3,125000,62500,1,83,83,83,ihvs,PM,0,112.394332885742,126.67718
2345,1610490001,16104900,2632,2632,2732,2732,sov,125000,62500,1,82,82,82,ihvs,NT,0,62.9146461486816,93.33132
2348,1610490002,16104900,2632,2632,1667,1667,sov,125000,62500,1,82,82,2,ihvs,NT,0,62.9146461486816,93.33132
2353,1610492101,16104921,2717,2717,2537,2537,sov,37500,18750,1,82,82,82,ilvs,MD,0,147.113876342773,161.6636
2355,1610492102,16104921,2717,2717,2768,2768,hov2,37500,18750,1,82,82,82,ilvs,AM,0,147.113876342773,161.6636
2361,1610492501,16104925,522,522,1435,1435,sov,62500,62500,1,7,7,2,ilvs,AM,0,130.238662719727,170.47392
2370,1610493902,16104939,1007,1007,1022,1022,sov,37500,18750,1,83,83,83,ilvs,MD,0,278.232360839844,384.03363
2374,1610493902,16104939,1007,1831,1007,1831,sov,37500,18750,1,83,83,83,ilvs,PM,0,258.358612060547,384.03363
2381,1610495101,16104951,482,3025,482,3025,sov,200000,100000,0,7,5,7,ihvs,MD,0,269.326751708984,223.04492
2388,1610495102,16104951,482,482,1687,1687,sov,200000,100000,0,7,7,2,ihvs,AM,0,188.528717041016,223.04492
2421,1610502901,16105029,408,408,NA,NA,sov,87500,43750,1,5,5,NA,ihvs,NT,0,280.816223144531,367.57012
2437,1610506301,16105063,506,506,1354,1354,sov,200000,100000,0,7,7,6,ihvs,MD,0,65.3233032226563,96.90447
2444,1610506302,16105063,506,506,592,592,sov,200000,100000,0,7,7,1,ihvs,AM,0,65.3233032226563,96.90447
2470,1610518202,16105182,1165,1165,1165,1165,sov,200000,100000,0,81,81,81,ihvs,AM,0,48.3853569030762,50.63878
2473,1610518801,16105188,1104,1104,NA,NA,sov,87500,29166.666666666668,1,82,82,NA,ihvs,NT,0,313.841613769531,410.79822
2475,1610518802,16105188,1104,1104,941,941,sov,87500,29166.666666666668,1,82,82,83,ihvs,NT,0,337.306427001953,410.79822
2477,1610518803,16105188,1104,1104,NA,NA,sov,87500,29166.666666666668,1,82,82,NA,ihvs,MD,0,439.964904785156,410.79822
2479,1610519801,16105198,2479,2479,1661,1661,sov,87500,87500,0,2,2,2,ihvs,AM,0,53.2831420898438,73.54471
2490,1610520601,16105206,529,529,618,618,hov2,200000,100000,0,7,7,7,ihvs,MD,0,176.070556640625,214.98237
2496,1610520602,16105206,529,529,2180,2180,sov,200000,100000,0,7,7,3,ihvs,AM,0,155.754730224609,214.98237
2511,1610524301,16105243,783,783,NA,NA,sov,62500,62500,1,82,82,NA,ilvs,AM,0,131.064788818359,171.55526
2513,1610524601,16105246,997,997,1673,1673,sov,200000,100000,0,83,83,2,ihvs,AM,0,94.3787384033203,120.00603
2516,1610524602,16105246,997,997,977,977,sov,200000,100000,0,83,83,83,ihvs,AM,0,101.435096740723,120.00603
2522,1610525102,16105251,640,640,3013,3013,sov,125000,125000,0,7,7,6,ihvs,AM,0,45.6619491577148,58.06084
2543,1610536501,16105365,1347,1347,1324,1324,sov,37500,18750,1,6,6,6,ilvs,PM,0,57.534740447998,54.79499
2547,1610536502,16105365,1347,1347,3013,3013,sov,37500,18750,1,6,6,6,ilvs,NT,0,57.534740447998,54.79499
2549,1610537801,16105378,1693,1693,81,81,sov,125000,62500,1,2,2,1,ihvs,AM,0,73.4004211425781,93.33132
2554,1610537802,16105378,1693,1693,576,576,sov,125000,62500,1,2,2,1,ihvs,AM,0,89.1780776977539,93.33132
2571,1610548201,16105482,123,123,2312,2312,other_auto,62500,31250,1,5,5,3,ilvs,NT,0,137.679122924805,190.03329
2578,1610548201,16105482,123,1196,123,1196,hov3,62500,31250,1,5,81,5,ilvs,NT,0,127.844886779785,190.03329
2582,1610548202,16105482,123,1734,123,1734,sov,62500,31250,1,5,2,5,ilvs,MD,0,196.684448242188,190.03329
2586,1610548202,16105482,123,1196,123,1196,hov3,62500,31250,1,5,81,5,ilvs,NT,0,127.844886779785,190.03329
2594,1610554801,16105548,2779,2779,1786,1786,sov,62500,31250,1,82,82,4,ilvs,NT,0,237.634780883789,179.21176
2648,1610564502,16105645,2708,2708,NA,NA,sov,37500,18750,1,82,82,NA,ilvs,NT,0,83.1138076782227,79.15601
2670,1610565301,16105653,3,5,3,5,sov,200000,200000,0,84,84,84,ihvs,MD,0,38.4294052124023,50.53176
2702,1610574302,16105743,2547,2547,1734,1734,sov,125000,125000,0,2,2,2,ihvs,NT,0,54.1960830688477,68.91231
2712,1610578701,16105787,2421,2421,658,658,sov,200000,100000,0,7,7,5,ihvs,AM,0,68.8237152099609,72.02901
2729,1610583702,16105837,732,732,2663,2663,sov,37500,37500,1,82,82,2,ilvs,NT,0,160.608871459961,214.43108
2733,1610587401,16105874,2676,2676,2404,2404,sov,62500,62500,1,82,82,7,ilvs,MD,0,121.25846862793,147.67808
2745,1610588601,16105886,1818,1818,1425,1425,sov,37500,18750,1,4,4,2,ilvi,AM,0,172.416305541992,189.46847
2753,1610597002,16105970,1007,1007,916,916,sov,62500,31250,1,83,83,83,ilvs,NT,0,78.8189086914063,84.91587
2780,1610603601,16106036,1054,2311,1054,2311,sov,62500,31250,1,83,3,83,ilvs,PM,0,73.1889877319336,84.91587
2792,1610609802,16106098,808,808,821,821,sov,87500,43750,1,82,82,82,ihvs,AM,0,27.2128982543945,33.22698
2801,1610610902,16106109,2568,1432,2568,1432,sov,37500,37500,1,2,2,2,ilvs,NT,0,143.970428466797,170.37921
2799,1610610902,16106109,2568,2568,2352,2352,sov,37500,37500,1,2,2,3,ilvs,NT,0,155.045074462891,170.37921
2812,1610613701,16106137,502,502,1237,1237,sov,62500,62500,1,7,7,6,ilvs,AM,0,101.930656433105,109.81541
2823,1610623801,16106238,1145,1145,1192,1192,sov,200000,200000,0,6,6,81,ihvs,AM,0,60.6685752868652,82.54228
2842,1610627602,16106276,1318,1318,1373,1373,sov,87500,43750,1,6,6,6,ihvi,MD,0,30.7605876922607,33.14004
2856,1610627802,16106278,2463,2463,2393,2393,sov,125000,62500,1,2,2,1,ihvs,AM,0,57.90771484375,60.60462
2866,1610629601,16106296,2957,2957,2995,2995,sov,87500,43750,1,81,81,81,ihvs,AM,0,47.7293548583984,51.42141
2870,1610629602,16106296,2957,2950,2957,2950,sov,87500,43750,1,81,81,81,ihvs,PM,0,44.3201141357422,51.42141
2875,1610630201,16106302,1339,2097,1339,2097,sov,62500,62500,1,6,3,6,ilvs,PM,0,79.0701293945313,111.459
2871,1610630201,16106302,1339,1339,2221,2221,sov,62500,62500,1,6,6,3,ilvs,MD,0,85.1524505615234,111.459
2916,1610639202,16106392,1698,1697,1698,1697,other_auto,37500,18750,1,2,2,2,ilvi,PM,0,255.050506591797,238.36496
2929,1610640502,16106405,2387,2387,390,390,sov,200000,100000,0,3,3,5,ihvs,NT,0,204.36067199707,241.77542
2938,1610641702,16106417,1247,1247,3025,3025,sov,62500,62500,1,81,81,5,ilvs,AM,0,34.8246269226074,55.27719
2959,1610645001,16106450,1000,1000,2376,2376,sov,62500,62500,1,83,83,3,ilvs,AM,0,74.1403350830078,79.87538
2971,1610645301,16106453,2429,2429,1625,1625,sov,125000,62500,1,2,2,3,ihvs,NT,0,84.1913146972656,99.60522
