EstDataID,personid,hhid,trip_type,mode,mode_group,HomeTAZ,o_taz,d_taz,a_taz,HHIncomeMP,AvgIncPerAdult,LowIncome,Home_Cluster,O_Cluster,D_Cluster,Segment,tod,ZeroAutoHH,trip_weight,hh_weight
119,1610016302,16100163,N_NH_OME_All,hov3,auto,65,65,57,57,87500,43750,1,84,84,84,ihvs,NT,0,237.333480834961,139.83166
122,1610016303,16100163,N_NH_K12_All,hov3,auto,6,9,6,9,87500,43750,1,84,84,84,ihvs,AM,0,139.831665039063,139.83166
125,1610016303,16100163,N_NH_OME_All,hov3,auto,65,65,57,57,87500,43750,1,84,84,84,ihvs,NT,0,139.831665039063,139.83166
128,1610016304,16100163,N_NH_OME_All,hov2,auto,66,66,26,26,87500,43750,1,84,84,84,ihvs,MD,0,139.831665039063,139.83166
131,1610016304,16100163,N_NH_OME_All,hov3,auto,65,65,57,57,87500,43750,1,84,84,84,ihvs,NT,0,139.831665039063,139.83166
144,1610021401,16100214,W_NH_EK12_All,sov,auto,2327,2327,1659,1659,37500,37500,1,3,3,2,ilvs,AM,0,126.893333435059,97.61025
154,1610023002,16100230,N_NH_OME_All,walkbike,nonmotorized,2181,2181,2191,2191,200000,100000,0,3,3,3,ihvs,MD,0,634.782897949219,363.31437
171,1610023005,16100230,N_NH_OME_All,walkbike,nonmotorized,2181,2181,2191,2191,200000,100000,0,3,3,3,ihvs,MD,0,363.314361572266,363.31437
185,1610028202,16100282,W_NH_O_All,sov,auto,1702,1702,1698,1698,200000,50000,1,2,2,2,ihvs,MD,0,323.331146240234,287.78917
184,1610028202,16100282,W_NH_O_All,sov,auto,1698,1698,1702,1702,200000,50000,1,2,2,2,ihvs,MD,0,323.331146240234,287.78917
196,1610029401,16100294,W_NH_O_All,hov3,auto,2891,2891,1909,1909,125000,62500,1,84,84,84,ihvs,PM,0,101.263893127441,74.186
197,1610029401,16100294,W_NH_O_All,hov3,auto,1909,1909,1912,1912,125000,62500,1,84,84,84,ihvs,PM,0,129.617782592773,74.186
202,1610029402,16100294,W_NH_EK12_All,sov,auto,2908,2908,1919,1919,125000,62500,1,84,84,84,ihvs,AM,0,101.263893127441,74.186
208,1610029403,16100294,N_NH_OME_All,hov3,auto,2891,2891,1909,1909,125000,62500,1,84,84,84,ihvs,PM,0,74.1860046386719,74.186
209,1610029403,16100294,N_NH_OME_All,hov3,auto,1909,1909,1912,1912,125000,62500,1,84,84,84,ihvs,PM,0,74.1860046386719,74.186
217,1610029404,16100294,N_NH_OME_All,hov3,auto,2891,2891,1909,1909,125000,62500,1,84,84,84,ihvs,PM,0,74.1860046386719,74.186
218,1610029404,16100294,N_NH_OME_All,hov3,auto,1909,1909,1912,1912,125000,62500,1,84,84,84,ihvs,PM,0,74.1860046386719,74.186
225,1610029501,16100295,N_NH_OME_All,sov,auto,1882,1882,1873,1873,87500,43750,1,3,3,3,ihvs,PM,0,243.300567626953,162.04482
228,1610033301,16100333,N_NH_O_All,hov2,auto,2575,2575,1729,1729,12500,6250,1,2,2,2,ilvi,MD,0,81.2677230834961,60.19832
230,1610033301,16100333,N_NH_OME_All,hov2,auto,2575,2575,1731,1731,12500,6250,1,2,2,2,ilvi,MD,0,81.2677230834961,60.19832
232,1610033301,16100333,N_NH_OME_All,sov,auto,2575,2575,2571,2571,12500,6250,1,2,2,2,ilvi,MD,0,81.2677230834961,60.19832
229,1610033301,16100333,N_NH_O_All,hov2,auto,1729,1729,2575,2575,12500,6250,1,2,2,2,ilvi,MD,0,81.2677230834961,60.19832
240,1610033301,16100333,N_NH_OME_All,sov,auto,2575,2575,1709,1709,12500,6250,1,2,2,2,ilvi,PM,0,81.2677230834961,60.19832
238,1610033301,16100333,N_NH_OME_All,hov3,auto,2575,2575,1731,1731,12500,6250,1,2,2,2,ilvi,PM,0,81.2677230834961,60.19832
235,1610033301,16100333,N_NH_OME_All,sov,auto,2571,2571,2571,2571,12500,6250,1,2,2,2,ilvi,MD,0,104.022689819336,60.19832
237,1610033301,16100333,N_NH_OME_All,sov,auto,3072,3072,2575,2575,12500,6250,1,2,2,2,ilvi,PM,0,81.2677230834961,60.19832
236,1610033301,16100333,N_NH_OME_All,sov,auto,2571,2571,3072,3072,12500,6250,1,2,2,2,ilvi,MD,0,104.022689819336,60.19832
244,1610033302,16100333,N_NH_OME_All,walkbike,nonmotorized,1731,1731,2571,2571,12500,6250,1,2,2,2,ilvi,PM,0,81.2677230834961,60.19832
247,1610034601,16100346,N_NH_OME_All,sov,auto,1342,1342,1345,1345,62500,62500,1,6,6,6,ilvs,AM,0,39.677734375,30.39042
248,1610034601,16100346,N_NH_O_All,sov,auto,1345,1345,1356,1356,62500,62500,1,6,6,6,ilvs,MD,0,39.677734375,30.39042
259,1610036001,16100360,W_NH_O_All,sov,auto,1808,1808,994,994,200000,100000,0,4,4,83,ihvs,MD,0,117.55655670166,86.12202
260,1610036001,16100360,W_NH_O_All,sov,auto,994,994,1808,1808,200000,100000,0,83,83,4,ihvs,MD,0,117.55655670166,86.12202
263,1610036002,16100360,N_NH_OME_All,hov3,auto,3064,3064,2484,2484,200000,100000,0,2,2,2,ihvs,MD,0,117.55655670166,86.12202
268,1610036003,16100360,N_NH_OME_All,hov3,auto,3064,3064,2484,2484,200000,100000,0,2,2,2,ihvs,MD,0,86.1220245361328,86.12202
273,1610036004,16100360,N_NH_OME_All,hov3,auto,3064,3064,2484,2484,200000,100000,0,2,2,2,ihvs,MD,0,86.1220245361328,86.12202
279,1610036701,16100367,N_NH_OME_All,sov,auto,2740,2740,2706,2706,125000,62500,1,82,82,82,ihvs,MD,0,50.3551826477051,37.46665
278,1610036701,16100367,N_NH_OME_All,sov,auto,2708,2708,2740,2740,125000,62500,1,82,82,82,ihvs,MD,0,50.3551826477051,37.46665
283,1610036702,16100367,N_NH_OME_All,sov,auto,2708,2708,2707,2707,125000,62500,1,82,82,82,ihvs,MD,0,50.3551826477051,37.46665
282,1610036702,16100367,N_NH_OME_All,sov,auto,725,725,2708,2708,125000,62500,1,82,82,82,ihvs,MD,0,50.3551826477051,37.46665
299,1610042201,16100422,N_NH_OME_All,hov2,auto,2401,2401,1701,1701,87500,43750,1,7,7,2,ihvi,MD,0,43.3516731262207,33.20441
298,1610042201,16100422,N_NH_OME_All,sov,auto,580,580,2401,2401,87500,43750,1,7,7,7,ihvi,MD,0,43.3516731262207,33.20441
302,1610044801,16100448,N_NH_OME_All,walkbike,nonmotorized,216,216,195,195,125000,125000,0,5,5,5,ihvs,AM,0,39.0364189147949,22.34227
308,1610044801,16100448,W_NH_O_All,walkbike,nonmotorized,194,194,200,200,125000,125000,0,5,5,5,ihvs,NT,0,30.4972019195557,22.34227
313,1610048201,16100482,N_NH_O_All,walkbike,nonmotorized,3025,3025,86,86,37500,37500,1,5,5,5,ilvs,NT,0,29.0367183685303,22.33594
310,1610048201,16100482,N_NH_O_All,walkbike,nonmotorized,86,86,3025,3025,37500,37500,1,5,5,5,ilvs,MD,0,37.1669998168945,22.33594
325,1610053401,16100534,N_NH_OME_All,hov3,auto,559,559,514,514,62500,31250,1,1,1,7,ilvi,MD,0,46.6157875061035,35.70449
328,1610053402,16100534,N_NH_OME_All,hov3,auto,559,559,514,514,62500,31250,1,1,1,7,ilvi,MD,0,46.6157875061035,35.70449
331,1610056001,16100560,W_NH_O_All,sov,auto,1194,1194,1194,1194,62500,62500,1,81,81,81,ilvs,AM,0,70.9902420043945,65.04512
334,1610056001,16100560,W_NH_O_All,sov,auto,3090,3090,1194,1194,62500,62500,1,81,81,81,ilvs,MD,0,70.9902420043945,65.04512
340,1610056101,16100561,W_NH_O_All,sov,auto,1052,1052,1043,1043,62500,31250,1,83,83,83,ilvs,MD,0,273.401519775391,195.70729
339,1610056101,16100561,W_NH_O_All,sov,auto,1895,1895,1052,1052,62500,31250,1,4,4,83,ilvs,MD,0,273.401519775391,195.70729
337,1610056101,16100561,W_NH_O_All,sov,auto,1578,1578,1895,1895,62500,31250,1,4,4,4,ilvs,MD,0,213.594940185547,195.70729
344,1610058101,16100581,W_NH_O_All,sov,auto,2732,2732,2731,2731,125000,62500,1,82,82,82,ihvs,PM,0,101.263893127441,74.186
343,1610058101,16100581,W_NH_WR_All,sov,auto,2771,2771,2732,2732,125000,62500,1,82,82,82,ihvs,PM,0,101.263893127441,74.186
355,1610059301,16100593,N_NH_O_All,sov,auto,2237,2237,2205,2205,37500,37500,1,3,3,3,ilvs,PM,0,233.579010009766,218.29814
358,1610059901,16100599,N_NH_OME_All,sov,auto,2665,2665,2764,2764,62500,31250,1,2,2,82,ilvs,PM,0,57.5210380554199,44.05717
359,1610059901,16100599,N_NH_OME_All,sov,auto,2764,2764,2779,2779,62500,31250,1,82,82,82,ilvs,PM,0,57.5210380554199,44.05717
368,1610062401,16100624,N_NH_O_All,hov2,auto,65,65,1230,1230,62500,62500,1,84,84,6,ilvs,MD,0,69.8335037231445,41.14436
369,1610062401,16100624,N_NH_O_All,hov2,auto,1230,1230,1294,1294,62500,62500,1,6,6,6,ilvs,MD,0,69.8335037231445,41.14436
372,1610062401,16100624,N_NH_O_All,other_auto,auto,1623,1623,1478,1478,62500,62500,1,2,2,2,ilvs,NT,0,69.8335037231445,41.14436
373,1610062401,16100624,N_NH_O_All,other_auto,auto,1478,1478,1623,1623,62500,62500,1,2,2,2,ilvs,NT,0,69.8335037231445,41.14436
378,1610066701,16100667,W_NH_O_All,sov,auto,1626,1626,1603,1603,62500,31250,1,3,3,2,ilvs,MD,0,129.94563293457,119.06326
377,1610066701,16100667,W_NH_O_All,sov,auto,1874,1874,1626,1626,62500,31250,1,3,3,3,ilvs,MD,0,166.330413818359,119.06326
376,1610066701,16100667,W_NH_O_All,sov,auto,1603,1603,1874,1874,62500,31250,1,2,2,3,ilvs,MD,0,129.94563293457,119.06326
383,1610066702,16100667,N_NH_OME_All,sov,auto,2212,2212,1874,1874,62500,31250,1,3,3,3,ilvs,MD,0,166.330413818359,119.06326
385,1610066702,16100667,N_NH_OME_All,sov,auto,2146,2146,2043,2043,62500,31250,1,3,3,3,ilvs,PM,0,166.330413818359,119.06326
384,1610066702,16100667,N_NH_OME_All,sov,auto,1874,1874,2146,2146,62500,31250,1,3,3,3,ilvs,PM,0,166.330413818359,119.06326
382,1610066702,16100667,N_NH_OME_All,sov,auto,2244,2244,2212,2212,62500,31250,1,3,3,3,ilvs,MD,0,166.330413818359,119.06326
381,1610066702,16100667,N_NH_OME_All,sov,auto,2238,2238,2244,2244,62500,31250,1,3,3,3,ilvs,MD,0,166.330413818359,119.06326
388,1610066801,16100668,W_NH_O_All,sov,auto,2427,2427,1655,1655,37500,37500,1,2,2,2,ilvs,MD,0,61.6177978515625,41.14436
389,1610066801,16100668,W_NH_O_All,sov,auto,1655,1655,1729,1729,37500,37500,1,2,2,2,ilvs,MD,0,48.1389045715332,41.14436
390,1610066801,16100668,W_NH_WR_All,sov,auto,1729,1729,2608,2608,37500,37500,1,2,2,2,ilvs,PM,0,48.1389045715332,41.14436
397,1610068701,16100687,N_NH_O_All,hov2,auto,3064,3064,1707,1707,62500,31250,1,2,2,2,ilvs,PM,0,1128.62414550781,979.70846
396,1610068701,16100687,N_NH_O_All,hov2,auto,1707,1707,3064,3064,62500,31250,1,2,2,2,ilvs,PM,0,1128.62414550781,979.70846
400,1610068701,16100687,N_NH_OME_All,hov2,auto,1541,1541,2664,2664,62500,31250,1,2,2,2,ilvs,NT,0,1128.62414550781,979.70846
403,1610068702,16100687,N_NH_OME_All,sov,auto,1648,1648,1494,1494,62500,31250,1,2,2,2,ilvs,MD,0,1128.62414550781,979.70846
406,1610068702,16100687,N_NH_OME_All,hov2,auto,1541,1541,2664,2664,62500,31250,1,2,2,2,ilvs,NT,0,1128.62414550781,979.70846
409,1610072801,16100728,N_NH_OME_All,hov3,auto,2357,2357,1508,1508,62500,31250,1,3,3,2,ilvs,MD,0,217.548675537109,128.17489
410,1610072801,16100728,N_NH_OME_All,hov3,auto,1508,1508,2381,2381,62500,31250,1,2,2,3,ilvs,PM,0,217.548675537109,128.17489
413,1610072802,16100728,W_NH_O_All,sov,auto,574,574,1621,1621,62500,31250,1,1,1,3,ilvs,PM,0,169.959899902344,128.17489
416,1610072803,16100728,N_NH_OME_All,hov3,auto,2357,2357,1508,1508,62500,31250,1,3,3,2,ilvs,MD,0,128.174880981445,128.17489
417,1610072803,16100728,N_NH_OME_All,hov3,auto,1508,1508,2381,2381,62500,31250,1,2,2,3,ilvs,PM,0,128.174880981445,128.17489
420,1610072804,16100728,N_NH_OME_All,hov3,auto,2357,2357,1508,1508,62500,31250,1,3,3,2,ilvs,MD,0,128.174880981445,128.17489
421,1610072804,16100728,N_NH_OME_All,hov3,auto,1508,1508,2381,2381,62500,31250,1,2,2,3,ilvs,PM,0,128.174880981445,128.17489
434,1610074002,16100740,W_NH_O_All,walkbike,nonmotorized,214,214,194,194,62500,31250,1,5,5,5,ilvs,AM,0,33.3731422424316,28.4511
433,1610074002,16100740,W_NH_O_All,eb,transit,1429,1429,214,214,62500,31250,1,2,2,5,ilvs,AM,0,33.3731422424316,28.4511
435,1610074002,16100740,W_NH_O_All,eb,transit,194,194,1429,1429,62500,31250,1,5,5,2,ilvs,PM,0,33.3731422424316,28.4511
442,1610076401,16100764,W_NH_O_All,sov,auto,1662,1662,1810,1810,125000,62500,1,2,2,4,ihvs,PM,0,101.263893127441,74.186
452,1610078601,16100786,W_NH_O_All,hov2,auto,127,127,350,350,37500,18750,1,5,5,81,ilvi,PM,0,112.409156799316,133.02858
456,1610078602,16100786,N_NH_O_All,sov,auto,350,350,286,286,37500,18750,1,81,81,5,ilvi,AM,0,121.056022644043,133.02858
455,1610078602,16100786,N_NH_O_All,hov3,auto,127,127,350,350,37500,18750,1,5,5,81,ilvi,AM,0,172.937164306641,133.02858
461,1610078602,16100786,N_NH_O_All,hov2,auto,127,127,350,350,37500,18750,1,5,5,81,ilvi,PM,0,172.937164306641,133.02858
465,1610078603,16100786,N_NH_O_All,hov3,auto,127,127,350,350,37500,18750,1,5,5,81,ilvi,AM,0,133.028579711914,133.02858
468,1610078604,16100786,N_NH_O_All,hov3,auto,127,127,350,350,37500,18750,1,5,5,81,ilvi,AM,0,133.028579711914,133.02858
471,1610080301,16100803,W_NH_O_All,hov2,auto,2609,2609,2598,2598,62500,31250,1,2,2,2,ilvs,AM,0,108.071029663086,79.17292
474,1610080301,16100803,W_NH_O_All,sov,auto,2598,2598,2615,2615,62500,31250,1,2,2,82,ilvs,NT,0,70.2461700439453,79.17292
483,1610080304,16100803,N_NH_K12_All,hov2,auto,2598,2609,2598,2609,62500,31250,1,2,2,2,ilvs,AM,0,79.1729125976563,79.17292
486,1610081602,16100816,N_NH_OME_All,sov,auto,1510,1510,1675,1675,37500,18750,1,2,2,2,ilvs,MD,0,327.689178466797,256.00718
487,1610081602,16100816,N_NH_OME_All,sov,auto,1675,1675,2462,2462,37500,18750,1,2,2,2,ilvs,MD,0,327.689178466797,256.00718
490,1610081901,16100819,N_NH_OME_All,sov,auto,444,444,248,248,62500,31250,1,7,7,5,ilvs,MD,0,64.2026290893555,37.82678
498,1610086101,16100861,W_NH_O_All,sov,auto,2567,2567,2470,2470,200000,100000,0,2,2,2,ihvs,PM,0,495.198211669922,410.10204
503,1610086102,16100861,N_NH_K12_All,sov,auto,2423,2459,2423,2459,200000,100000,0,7,2,7,ihvs,PM,0,410.10205078125,410.10204
514,1610089701,16100897,W_NH_O_All,sov,auto,56,56,19,19,62500,31250,1,84,84,84,ilvs,MD,0,166.576522827148,127.58618
513,1610089701,16100897,W_NH_WR_All,sov,auto,1345,1345,56,56,62500,31250,1,6,6,84,ilvs,MD,0,130.137908935547,127.58618
511,1610089701,16100897,W_NH_O_All,sov,auto,1334,1334,1237,1237,62500,31250,1,6,6,6,ilvs,AM,0,130.137908935547,127.58618
512,1610089701,16100897,W_NH_WR_All,sov,auto,1237,1237,1345,1345,62500,31250,1,6,6,6,ilvs,MD,0,130.137908935547,127.58618
519,1610089702,16100897,W_NH_WR_All,other_auto,auto,1293,1293,1192,1192,62500,31250,1,6,6,81,ilvs,MD,0,139.24755859375,127.58618
518,1610089702,16100897,W_NH_WR_All,other_auto,auto,2854,2854,1293,1293,62500,31250,1,83,83,6,ilvs,MD,0,139.24755859375,127.58618
517,1610089702,16100897,W_NH_WR_All,other_auto,auto,1192,1192,2854,2854,62500,31250,1,81,81,83,ilvs,MD,0,139.24755859375,127.58618
522,1610090302,16100903,W_NH_O_All,other_auto,auto,2377,2377,2185,2185,37500,12500,1,3,3,3,ilvi,MD,0,418.628051757813,279.08536
529,1610095201,16100952,W_NH_O_All,eb,transit,1428,1428,994,994,37500,37500,1,2,2,83,ilvs,PM,0,216.6484909057615,177.60985
527,1610095201,16100952,W_NH_O_All,eb,transit,994,994,1428,1428,37500,37500,1,83,83,2,ilvs,AM,0,190.042541503906,177.60985
547,1610101902,16101019,N_NH_O_All,sov,auto,2391,2391,2330,2330,62500,31250,1,1,1,3,ilvs,PM,0,96.5979232788086,93.33132
557,1610104301,16101043,N_NH_OME_All,sov,auto,2633,2633,2633,2633,37500,37500,1,82,82,82,ilvs,MD,0,356.15966796875,278.24975
558,1610104301,16101043,N_NH_OME_All,sov,auto,2633,2633,2674,2674,37500,37500,1,82,82,82,ilvs,MD,0,356.15966796875,278.24975
559,1610104301,16101043,N_NH_OME_All,sov,auto,2674,2674,2676,2676,37500,37500,1,82,82,82,ilvs,MD,0,356.15966796875,278.24975
569,1610106801,16101068,N_NH_OME_All,hov3,auto,2308,2308,1663,1663,37500,18750,1,3,3,2,ilvs,PM,0,1001.03771972656,680.05278
570,1610106801,16101068,N_NH_OME_All,hov3,auto,1663,1663,1874,1874,37500,18750,1,2,2,3,ilvs,NT,0,1001.03771972656,680.05278
572,1610106802,16101068,N_NH_OME_All,hov3,auto,2308,2308,1663,1663,37500,18750,1,3,3,2,ilvs,PM,0,1131.60778808594,680.05278
573,1610106802,16101068,N_NH_OME_All,hov3,auto,1663,1663,1874,1874,37500,18750,1,2,2,3,ilvs,NT,0,1131.60778808594,680.05278
579,1610106803,16101068,N_NH_OME_All,hov3,auto,2308,2308,1663,1663,37500,18750,1,3,3,2,ilvs,PM,0,680.052795410156,680.05278
580,1610106803,16101068,N_NH_OME_All,hov3,auto,1663,1663,1874,1874,37500,18750,1,2,2,3,ilvs,NT,0,680.052795410156,680.05278
582,1610106804,16101068,N_NH_OME_All,hov3,auto,2308,2308,1663,1663,37500,18750,1,3,3,2,ilvs,PM,0,680.052795410156,680.05278
583,1610106804,16101068,N_NH_OME_All,hov3,auto,1663,1663,1874,1874,37500,18750,1,2,2,3,ilvs,NT,0,680.052795410156,680.05278
588,1610108701,16101087,W_NH_O_All,hov2,auto,596,596,501,501,62500,31250,1,1,1,7,ilvs,MD,0,285.235870361328,243.16783
586,1610108701,16101087,W_NH_O_All,other_auto,auto,596,596,592,592,62500,31250,1,1,1,1,ilvs,MD,0,285.235870361328,243.16783
587,1610108701,16101087,W_NH_O_All,other_auto,auto,592,592,596,596,62500,31250,1,1,1,1,ilvs,MD,0,285.235870361328,243.16783
590,1610108701,16101087,W_NH_O_All,hov2,auto,2731,2731,2709,2709,62500,31250,1,82,82,82,ilvs,PM,0,365.101898193359,243.16783
589,1610108701,16101087,W_NH_O_All,hov2,auto,501,501,2731,2731,62500,31250,1,7,7,82,ilvs,PM,0,365.101898193359,243.16783
593,1610108702,16101087,N_NH_O_All,sov,auto,2776,2776,2732,2732,62500,31250,1,82,82,82,ilvs,AM,0,365.101898193359,243.16783
594,1610108702,16101087,N_NH_OME_All,sov,auto,2732,2732,2771,2771,62500,31250,1,82,82,82,ilvs,MD,0,365.101898193359,243.16783
597,1610108702,16101087,N_NH_O_All,hov2,auto,2776,2776,596,596,62500,31250,1,82,82,1,ilvs,MD,0,365.101898193359,243.16783
598,1610108702,16101087,N_NH_OME_All,sov,auto,596,596,2732,2732,62500,31250,1,1,1,82,ilvs,MD,0,365.101898193359,243.16783
604,1610108703,16101087,N_NH_O_All,hov2,auto,596,596,501,501,62500,31250,1,1,1,7,ilvs,MD,0,243.167831420898,243.16783
603,1610108703,16101087,N_NH_K12_All,hov2,auto,2776,2776,596,596,62500,31250,1,82,82,1,ilvs,MD,0,243.167831420898,243.16783
606,1610108703,16101087,N_NH_OME_All,hov2,auto,2731,2731,2709,2709,62500,31250,1,82,82,82,ilvs,PM,0,243.167831420898,243.16783
605,1610108703,16101087,N_NH_OME_All,hov2,auto,501,501,2731,2731,62500,31250,1,7,7,82,ilvs,PM,0,243.167831420898,243.16783
612,1610113101,16101131,W_NH_O_All,other_auto,auto,2133,2133,2106,2106,87500,29166.666666666668,1,3,3,3,ihvs,PM,0,247.033157348633,210.59945
610,1610113101,16101131,W_NH_O_All,other_auto,auto,2639,2639,2119,2119,87500,29166.666666666668,1,82,82,3,ihvs,MD,0,247.033157348633,210.59945
611,1610113101,16101131,W_NH_O_All,other_auto,auto,2119,2119,2133,2133,87500,29166.666666666668,1,3,3,3,ihvs,MD,0,247.033157348633,210.59945
609,1610113101,16101131,W_NH_O_All,other_auto,auto,1685,1685,2639,2639,87500,29166.666666666668,1,2,2,82,ihvs,MD,0,247.033157348633,210.59945
623,1610114601,16101146,N_NH_OME_All,sov,auto,1707,1707,2518,2518,87500,43750,1,2,2,2,ihvs,MD,0,43.3516731262207,33.20441
624,1610114601,16101146,N_NH_OME_All,sov,auto,2518,2518,2768,2768,87500,43750,1,2,2,82,ihvs,MD,0,43.3516731262207,33.20441
627,1610121301,16101213,N_NH_OME_All,hov2,auto,650,650,650,650,200000,100000,0,7,7,7,ihvs,NT,0,117.438583374023,81.66346
630,1610121302,16101213,W_NH_WR_All,sov,auto,321,321,1299,1299,200000,100000,0,5,5,6,ihvs,MD,0,91.748893737793,81.66346
635,1610121302,16101213,N_NH_OME_All,hov2,auto,650,650,650,650,200000,100000,0,7,7,7,ihvs,NT,0,117.438583374023,81.66346
638,1610123001,16101230,W_NH_EK12_All,sov,auto,2486,1797,2486,1797,87500,43750,1,2,2,2,ihvs,PM,0,414.301208496094,353.19796
643,1610123003,16101230,N_NH_K12_All,auto_pay,auto,1763,1763,2486,2486,87500,43750,1,4,4,2,ihvs,PM,0,353.197967529297,353.19796
648,1610131301,16101313,N_NH_OME_All,sov,auto,961,961,957,957,12500,12500,1,83,83,83,ilvs,PM,0,129.182159423828,104.80121
649,1610131301,16101313,N_NH_OME_All,sov,auto,957,957,978,978,12500,12500,1,83,83,83,ilvs,NT,0,129.182159423828,104.80121
653,1610134701,16101347,W_NH_O_All,sov,auto,2410,2410,2369,2369,200000,100000,0,7,7,2,ihvs,NT,0,373.688079833984,241.77542
