sourcetypeID,roadTypeID,day,hour,hourvmtfraction
11,4,2,1,0.0214739
11,4,2,2,0.0144428
11,4,2,3,0.0109684
11,4,2,4,0.00749451
11,4,2,5,0.00683855
11,4,2,6,0.0103588
11,4,2,7,0.0184304
11,4,2,8,0.0268117
11,4,2,9,0.0363852
11,4,2,10,0.0475407
11,4,2,11,0.0574664
11,4,2,12,0.0650786
11,4,2,13,0.0713228
11,4,2,14,0.0714917
11,4,2,15,0.0717226
11,4,2,16,0.0720061
11,4,2,17,0.0711487
11,4,2,18,0.0678874
11,4,2,19,0.0617718
11,4,2,20,0.0516882
11,4,2,21,0.0428658
11,4,2,22,0.0380302
11,4,2,23,0.0322072
11,4,2,24,0.0245677
11,5,2,1,0.0214739
11,5,2,2,0.0144428
11,5,2,3,0.0109684
11,5,2,4,0.00749451
11,5,2,5,0.00683855
11,5,2,6,0.0103588
11,5,2,7,0.0184304
11,5,2,8,0.0268117
11,5,2,9,0.0363852
11,5,2,10,0.0475407
11,5,2,11,0.0574664
11,5,2,12,0.0650786
11,5,2,13,0.0713228
11,5,2,14,0.0714917
11,5,2,15,0.0717226
11,5,2,16,0.0720061
11,5,2,17,0.0711487
11,5,2,18,0.0678874
11,5,2,19,0.0617718
11,5,2,20,0.0516882
11,5,2,21,0.0428658
11,5,2,22,0.0380302
11,5,2,23,0.0322072
11,5,2,24,0.0245677
21,1,2,1,0.0214739
21,1,2,2,0.0144428
21,1,2,3,0.0109684
21,1,2,4,0.00749451
21,1,2,5,0.00683855
21,1,2,6,0.0103588
21,1,2,7,0.0184304
21,1,2,8,0.0268117
21,1,2,9,0.0363852
21,1,2,10,0.0475407
21,1,2,11,0.0574664
21,1,2,12,0.0650786
21,1,2,13,0.0713228
21,1,2,14,0.0714917
21,1,2,15,0.0717226
21,1,2,16,0.0720061
21,1,2,17,0.0711487
21,1,2,18,0.0678874
21,1,2,19,0.0617718
21,1,2,20,0.0516882
21,1,2,21,0.0428658
21,1,2,22,0.0380302
21,1,2,23,0.0322072
21,1,2,24,0.0245677
21,2,2,1,0.0164213
21,2,2,2,0.0111921
21,2,2,3,0.0085415
21,2,2,4,0.00679328
21,2,2,5,0.00721894
21,2,2,6,0.0107619
21,2,2,7,0.01768
21,2,2,8,0.0268751
21,2,2,9,0.0386587
21,2,2,10,0.0522389
21,2,2,11,0.0631739
21,2,2,12,0.0699435
21,2,2,13,0.0729332
21,2,2,14,0.0731218
21,2,2,15,0.0736159
21,2,2,16,0.0744608
21,2,2,17,0.0742165
21,2,2,18,0.0700091
21,2,2,19,0.0614038
21,2,2,20,0.0505043
21,2,2,21,0.0412072
21,2,2,22,0.0336373
21,2,2,23,0.0262243
21,2,2,24,0.0191666
21,3,2,1,0.0164213
21,3,2,2,0.0111921
21,3,2,3,0.0085415
21,3,2,4,0.00679328
21,3,2,5,0.00721894
21,3,2,6,0.0107619
21,3,2,7,0.01768
21,3,2,8,0.0268751
21,3,2,9,0.0386587
21,3,2,10,0.0522389
21,3,2,11,0.0631739
21,3,2,12,0.0699435
21,3,2,13,0.0729332
21,3,2,14,0.0731218
21,3,2,15,0.0736159
21,3,2,16,0.0744608
21,3,2,17,0.0742165
21,3,2,18,0.0700091
21,3,2,19,0.0614038
21,3,2,20,0.0505043
21,3,2,21,0.0412072
21,3,2,22,0.0336373
21,3,2,23,0.0262243
21,3,2,24,0.0191666
21,4,2,1,0.0214739
21,4,2,2,0.0144428
21,4,2,3,0.0109684
21,4,2,4,0.00749451
21,4,2,5,0.00683855
21,4,2,6,0.0103588
21,4,2,7,0.0184304
21,4,2,8,0.0268117
21,4,2,9,0.0363852
21,4,2,10,0.0475407
21,4,2,11,0.0574664
21,4,2,12,0.0650786
21,4,2,13,0.0713228
21,4,2,14,0.0714917
21,4,2,15,0.0717226
21,4,2,16,0.0720061
21,4,2,17,0.0711487
21,4,2,18,0.0678874
21,4,2,19,0.0617718
21,4,2,20,0.0516882
21,4,2,21,0.0428658
21,4,2,22,0.0380302
21,4,2,23,0.0322072
21,4,2,24,0.0245677
21,5,2,1,0.0214739
21,5,2,2,0.0144428
21,5,2,3,0.0109684
21,5,2,4,0.00749451
21,5,2,5,0.00683855
21,5,2,6,0.0103588
21,5,2,7,0.0184304
21,5,2,8,0.0268117
21,5,2,9,0.0363852
21,5,2,10,0.0475407
21,5,2,11,0.0574664
21,5,2,12,0.0650786
21,5,2,13,0.0713228
21,5,2,14,0.0714917
21,5,2,15,0.0717226
21,5,2,16,0.0720061
21,5,2,17,0.0711487
21,5,2,18,0.0678874
21,5,2,19,0.0617718
21,5,2,20,0.0516882
21,5,2,21,0.0428658
21,5,2,22,0.0380302
21,5,2,23,0.0322072
21,5,2,24,0.0245677
31,1,2,1,0.0214739
31,1,2,2,0.0144428
31,1,2,3,0.0109684
31,1,2,4,0.00749451
31,1,2,5,0.00683855
31,1,2,6,0.0103588
31,1,2,7,0.0184304
31,1,2,8,0.0268117
31,1,2,9,0.0363852
31,1,2,10,0.0475407
31,1,2,11,0.0574664
31,1,2,12,0.0650786
31,1,2,13,0.0713228
31,1,2,14,0.0714917
31,1,2,15,0.0717226
31,1,2,16,0.0720061
31,1,2,17,0.0711487
31,1,2,18,0.0678874
31,1,2,19,0.0617718
31,1,2,20,0.0516882
31,1,2,21,0.0428658
31,1,2,22,0.0380302
31,1,2,23,0.0322072
31,1,2,24,0.0245677
31,2,2,1,0.0164213
31,2,2,2,0.0111921
31,2,2,3,0.0085415
31,2,2,4,0.00679328
31,2,2,5,0.00721894
31,2,2,6,0.0107619
31,2,2,7,0.01768
31,2,2,8,0.0268751
31,2,2,9,0.0386587
31,2,2,10,0.0522389
31,2,2,11,0.0631739
31,2,2,12,0.0699435
31,2,2,13,0.0729332
31,2,2,14,0.0731218
31,2,2,15,0.0736159
31,2,2,16,0.0744608
31,2,2,17,0.0742165
31,2,2,18,0.0700091
31,2,2,19,0.0614038
31,2,2,20,0.0505043
31,2,2,21,0.0412072
31,2,2,22,0.0336373
31,2,2,23,0.0262243
31,2,2,24,0.0191666
31,3,2,1,0.0164213
31,3,2,2,0.0111921
31,3,2,3,0.0085415
31,3,2,4,0.00679328
31,3,2,5,0.00721894
31,3,2,6,0.0107619
31,3,2,7,0.01768
31,3,2,8,0.0268751
31,3,2,9,0.0386587
31,3,2,10,0.0522389
31,3,2,11,0.0631739
31,3,2,12,0.0699435
31,3,2,13,0.0729332
31,3,2,14,0.0731218
31,3,2,15,0.0736159
31,3,2,16,0.0744608
31,3,2,17,0.0742165
31,3,2,18,0.0700091
31,3,2,19,0.0614038
31,3,2,20,0.0505043
31,3,2,21,0.0412072
31,3,2,22,0.0336373
31,3,2,23,0.0262243
31,3,2,24,0.0191666
31,4,2,1,0.0214739
31,4,2,2,0.0144428
31,4,2,3,0.0109684
31,4,2,4,0.00749451
31,4,2,5,0.00683855
31,4,2,6,0.0103588
31,4,2,7,0.0184304
31,4,2,8,0.0268117
31,4,2,9,0.0363852
31,4,2,10,0.0475407
31,4,2,11,0.0574664
31,4,2,12,0.0650786
31,4,2,13,0.0713228
31,4,2,14,0.0714917
31,4,2,15,0.0717226
31,4,2,16,0.0720061
31,4,2,17,0.0711487
31,4,2,18,0.0678874
31,4,2,19,0.0617718
31,4,2,20,0.0516882
31,4,2,21,0.0428658
31,4,2,22,0.0380302
31,4,2,23,0.0322072
31,4,2,24,0.0245677
31,5,2,1,0.0214739
31,5,2,2,0.0144428
31,5,2,3,0.0109684
31,5,2,4,0.00749451
31,5,2,5,0.00683855
31,5,2,6,0.0103588
31,5,2,7,0.0184304
31,5,2,8,0.0268117
31,5,2,9,0.0363852
31,5,2,10,0.0475407
31,5,2,11,0.0574664
31,5,2,12,0.0650786
31,5,2,13,0.0713228
31,5,2,14,0.0714917
31,5,2,15,0.0717226
31,5,2,16,0.0720061
31,5,2,17,0.0711487
31,5,2,18,0.0678874
31,5,2,19,0.0617718
31,5,2,20,0.0516882
31,5,2,21,0.0428658
31,5,2,22,0.0380302
31,5,2,23,0.0322072
31,5,2,24,0.0245677
32,1,2,1,0.0214739
32,1,2,2,0.0144428
32,1,2,3,0.0109684
32,1,2,4,0.00749451
32,1,2,5,0.00683855
32,1,2,6,0.0103588
32,1,2,7,0.0184304
32,1,2,8,0.0268117
32,1,2,9,0.0363852
32,1,2,10,0.0475407
32,1,2,11,0.0574664
32,1,2,12,0.0650786
32,1,2,13,0.0713228
32,1,2,14,0.0714917
32,1,2,15,0.0717226
32,1,2,16,0.0720061
32,1,2,17,0.0711487
32,1,2,18,0.0678874
32,1,2,19,0.0617718
32,1,2,20,0.0516882
32,1,2,21,0.0428658
32,1,2,22,0.0380302
32,1,2,23,0.0322072
32,1,2,24,0.0245677
32,2,2,1,0.0164213
32,2,2,2,0.0111921
32,2,2,3,0.0085415
32,2,2,4,0.00679328
32,2,2,5,0.00721894
32,2,2,6,0.0107619
32,2,2,7,0.01768
32,2,2,8,0.0268751
32,2,2,9,0.0386587
32,2,2,10,0.0522389
32,2,2,11,0.0631739
32,2,2,12,0.0699435
32,2,2,13,0.0729332
32,2,2,14,0.0731218
32,2,2,15,0.0736159
32,2,2,16,0.0744608
32,2,2,17,0.0742165
32,2,2,18,0.0700091
32,2,2,19,0.0614038
32,2,2,20,0.0505043
32,2,2,21,0.0412072
32,2,2,22,0.0336373
32,2,2,23,0.0262243
32,2,2,24,0.0191666
32,3,2,1,0.0164213
32,3,2,2,0.0111921
32,3,2,3,0.0085415
32,3,2,4,0.00679328
32,3,2,5,0.00721894
32,3,2,6,0.0107619
32,3,2,7,0.01768
32,3,2,8,0.0268751
32,3,2,9,0.0386587
32,3,2,10,0.0522389
32,3,2,11,0.0631739
32,3,2,12,0.0699435
32,3,2,13,0.0729332
32,3,2,14,0.0731218
32,3,2,15,0.0736159
32,3,2,16,0.0744608
32,3,2,17,0.0742165
32,3,2,18,0.0700091
32,3,2,19,0.0614038
32,3,2,20,0.0505043
32,3,2,21,0.0412072
32,3,2,22,0.0336373
32,3,2,23,0.0262243
32,3,2,24,0.0191666
32,4,2,1,0.0214739
32,4,2,2,0.0144428
32,4,2,3,0.0109684
32,4,2,4,0.00749451
32,4,2,5,0.00683855
32,4,2,6,0.0103588
32,4,2,7,0.0184304
32,4,2,8,0.0268117
32,4,2,9,0.0363852
32,4,2,10,0.0475407
32,4,2,11,0.0574664
32,4,2,12,0.0650786
32,4,2,13,0.0713228
32,4,2,14,0.0714917
32,4,2,15,0.0717226
32,4,2,16,0.0720061
32,4,2,17,0.0711487
32,4,2,18,0.0678874
32,4,2,19,0.0617718
32,4,2,20,0.0516882
32,4,2,21,0.0428658
32,4,2,22,0.0380302
32,4,2,23,0.0322072
32,4,2,24,0.0245677
32,5,2,1,0.0214739
32,5,2,2,0.0144428
32,5,2,3,0.0109684
32,5,2,4,0.00749451
32,5,2,5,0.00683855
32,5,2,6,0.0103588
32,5,2,7,0.0184304
32,5,2,8,0.0268117
32,5,2,9,0.0363852
32,5,2,10,0.0475407
32,5,2,11,0.0574664
32,5,2,12,0.0650786
32,5,2,13,0.0713228
32,5,2,14,0.0714917
32,5,2,15,0.0717226
32,5,2,16,0.0720061
32,5,2,17,0.0711487
32,5,2,18,0.0678874
32,5,2,19,0.0617718
32,5,2,20,0.0516882
32,5,2,21,0.0428658
32,5,2,22,0.0380302
32,5,2,23,0.0322072
32,5,2,24,0.0245677
41,1,2,1,0.0214739
41,1,2,2,0.0144428
41,1,2,3,0.0109684
41,1,2,4,0.00749451
41,1,2,5,0.00683855
41,1,2,6,0.0103588
41,1,2,7,0.0184304
41,1,2,8,0.0268117
41,1,2,9,0.0363852
41,1,2,10,0.0475407
41,1,2,11,0.0574664
41,1,2,12,0.0650786
41,1,2,13,0.0713228
41,1,2,14,0.0714917
41,1,2,15,0.0717226
41,1,2,16,0.0720061
41,1,2,17,0.0711487
41,1,2,18,0.0678874
41,1,2,19,0.0617718
41,1,2,20,0.0516882
41,1,2,21,0.0428658
41,1,2,22,0.0380302
41,1,2,23,0.0322072
41,1,2,24,0.0245677
41,2,2,1,0.0164213
41,2,2,2,0.0111921
41,2,2,3,0.0085415
41,2,2,4,0.00679328
41,2,2,5,0.00721894
41,2,2,6,0.0107619
41,2,2,7,0.01768
41,2,2,8,0.0268751
41,2,2,9,0.0386587
41,2,2,10,0.0522389
41,2,2,11,0.0631739
41,2,2,12,0.0699435
41,2,2,13,0.0729332
41,2,2,14,0.0731218
41,2,2,15,0.0736159
41,2,2,16,0.0744608
41,2,2,17,0.0742165
41,2,2,18,0.0700091
41,2,2,19,0.0614038
41,2,2,20,0.0505043
41,2,2,21,0.0412072
41,2,2,22,0.0336373
41,2,2,23,0.0262243
41,2,2,24,0.0191666
41,3,2,1,0.0164213
41,3,2,2,0.0111921
41,3,2,3,0.0085415
41,3,2,4,0.00679328
41,3,2,5,0.00721894
41,3,2,6,0.0107619
41,3,2,7,0.01768
41,3,2,8,0.0268751
41,3,2,9,0.0386587
41,3,2,10,0.0522389
41,3,2,11,0.0631739
41,3,2,12,0.0699435
41,3,2,13,0.0729332
41,3,2,14,0.0731218
41,3,2,15,0.0736159
41,3,2,16,0.0744608
41,3,2,17,0.0742165
41,3,2,18,0.0700091
41,3,2,19,0.0614038
41,3,2,20,0.0505043
41,3,2,21,0.0412072
41,3,2,22,0.0336373
41,3,2,23,0.0262243
41,3,2,24,0.0191666
41,4,2,1,0.0214739
41,4,2,2,0.0144428
41,4,2,3,0.0109684
41,4,2,4,0.00749451
41,4,2,5,0.00683855
41,4,2,6,0.0103588
41,4,2,7,0.0184304
41,4,2,8,0.0268117
41,4,2,9,0.0363852
41,4,2,10,0.0475407
41,4,2,11,0.0574664
41,4,2,12,0.0650786
41,4,2,13,0.0713228
41,4,2,14,0.0714917
41,4,2,15,0.0717226
41,4,2,16,0.0720061
41,4,2,17,0.0711487
41,4,2,18,0.0678874
41,4,2,19,0.0617718
41,4,2,20,0.0516882
41,4,2,21,0.0428658
41,4,2,22,0.0380302
41,4,2,23,0.0322072
41,4,2,24,0.0245677
41,5,2,1,0.0214739
41,5,2,2,0.0144428
41,5,2,3,0.0109684
41,5,2,4,0.00749451
41,5,2,5,0.00683855
41,5,2,6,0.0103588
41,5,2,7,0.0184304
41,5,2,8,0.0268117
41,5,2,9,0.0363852
41,5,2,10,0.0475407
41,5,2,11,0.0574664
41,5,2,12,0.0650786
41,5,2,13,0.0713228
41,5,2,14,0.0714917
41,5,2,15,0.0717226
41,5,2,16,0.0720061
41,5,2,17,0.0711487
41,5,2,18,0.0678874
41,5,2,19,0.0617718
41,5,2,20,0.0516882
41,5,2,21,0.0428658
41,5,2,22,0.0380302
41,5,2,23,0.0322072
41,5,2,24,0.0245677
42,1,2,1,0.0214739
42,1,2,2,0.0144428
42,1,2,3,0.0109684
42,1,2,4,0.00749451
42,1,2,5,0.00683855
42,1,2,6,0.0103588
42,1,2,7,0.0184304
42,1,2,8,0.0268117
42,1,2,9,0.0363852
42,1,2,10,0.0475407
42,1,2,11,0.0574664
42,1,2,12,0.0650786
42,1,2,13,0.0713228
42,1,2,14,0.0714917
42,1,2,15,0.0717226
42,1,2,16,0.0720061
42,1,2,17,0.0711487
42,1,2,18,0.0678874
42,1,2,19,0.0617718
42,1,2,20,0.0516882
42,1,2,21,0.0428658
42,1,2,22,0.0380302
42,1,2,23,0.0322072
42,1,2,24,0.0245677
42,2,2,1,0.0164213
42,2,2,2,0.0111921
42,2,2,3,0.0085415
42,2,2,4,0.00679328
42,2,2,5,0.00721894
42,2,2,6,0.0107619
42,2,2,7,0.01768
42,2,2,8,0.0268751
42,2,2,9,0.0386587
42,2,2,10,0.0522389
42,2,2,11,0.0631739
42,2,2,12,0.0699435
42,2,2,13,0.0729332
42,2,2,14,0.0731218
42,2,2,15,0.0736159
42,2,2,16,0.0744608
42,2,2,17,0.0742165
42,2,2,18,0.0700091
42,2,2,19,0.0614038
42,2,2,20,0.0505043
42,2,2,21,0.0412072
42,2,2,22,0.0336373
42,2,2,23,0.0262243
42,2,2,24,0.0191666
42,3,2,1,0.0164213
42,3,2,2,0.0111921
42,3,2,3,0.0085415
42,3,2,4,0.00679328
42,3,2,5,0.00721894
42,3,2,6,0.0107619
42,3,2,7,0.01768
42,3,2,8,0.0268751
42,3,2,9,0.0386587
42,3,2,10,0.0522389
42,3,2,11,0.0631739
42,3,2,12,0.0699435
42,3,2,13,0.0729332
42,3,2,14,0.0731218
42,3,2,15,0.0736159
42,3,2,16,0.0744608
42,3,2,17,0.0742165
42,3,2,18,0.0700091
42,3,2,19,0.0614038
42,3,2,20,0.0505043
42,3,2,21,0.0412072
42,3,2,22,0.0336373
42,3,2,23,0.0262243
42,3,2,24,0.0191666
42,4,2,1,0.0214739
42,4,2,2,0.0144428
42,4,2,3,0.0109684
42,4,2,4,0.00749451
42,4,2,5,0.00683855
42,4,2,6,0.0103588
42,4,2,7,0.0184304
42,4,2,8,0.0268117
42,4,2,9,0.0363852
42,4,2,10,0.0475407
42,4,2,11,0.0574664
42,4,2,12,0.0650786
42,4,2,13,0.0713228
42,4,2,14,0.0714917
42,4,2,15,0.0717226
42,4,2,16,0.0720061
42,4,2,17,0.0711487
42,4,2,18,0.0678874
42,4,2,19,0.0617718
42,4,2,20,0.0516882
42,4,2,21,0.0428658
42,4,2,22,0.0380302
42,4,2,23,0.0322072
42,4,2,24,0.0245677
42,5,2,1,0.0214739
42,5,2,2,0.0144428
42,5,2,3,0.0109684
42,5,2,4,0.00749451
42,5,2,5,0.00683855
42,5,2,6,0.0103588
42,5,2,7,0.0184304
42,5,2,8,0.0268117
42,5,2,9,0.0363852
42,5,2,10,0.0475407
42,5,2,11,0.0574664
42,5,2,12,0.0650786
42,5,2,13,0.0713228
42,5,2,14,0.0714917
42,5,2,15,0.0717226
42,5,2,16,0.0720061
42,5,2,17,0.0711487
42,5,2,18,0.0678874
42,5,2,19,0.0617718
42,5,2,20,0.0516882
42,5,2,21,0.0428658
42,5,2,22,0.0380302
42,5,2,23,0.0322072
42,5,2,24,0.0245677
43,1,2,1,0.0214739
43,1,2,2,0.0144428
43,1,2,3,0.0109684
43,1,2,4,0.00749451
43,1,2,5,0.00683855
43,1,2,6,0.0103588
43,1,2,7,0.0184304
43,1,2,8,0.0268117
43,1,2,9,0.0363852
43,1,2,10,0.0475407
43,1,2,11,0.0574664
43,1,2,12,0.0650786
43,1,2,13,0.0713228
43,1,2,14,0.0714917
43,1,2,15,0.0717226
43,1,2,16,0.0720061
43,1,2,17,0.0711487
43,1,2,18,0.0678874
43,1,2,19,0.0617718
43,1,2,20,0.0516882
43,1,2,21,0.0428658
43,1,2,22,0.0380302
43,1,2,23,0.0322072
43,1,2,24,0.0245677
43,2,2,1,0.0164213
43,2,2,2,0.0111921
43,2,2,3,0.0085415
43,2,2,4,0.00679328
43,2,2,5,0.00721894
43,2,2,6,0.0107619
43,2,2,7,0.01768
43,2,2,8,0.0268751
43,2,2,9,0.0386587
43,2,2,10,0.0522389
43,2,2,11,0.0631739
43,2,2,12,0.0699435
43,2,2,13,0.0729332
43,2,2,14,0.0731218
43,2,2,15,0.0736159
43,2,2,16,0.0744608
43,2,2,17,0.0742165
43,2,2,18,0.0700091
43,2,2,19,0.0614038
43,2,2,20,0.0505043
43,2,2,21,0.0412072
43,2,2,22,0.0336373
43,2,2,23,0.0262243
43,2,2,24,0.0191666
43,3,2,1,0.0164213
43,3,2,2,0.0111921
43,3,2,3,0.0085415
43,3,2,4,0.00679328
43,3,2,5,0.00721894
43,3,2,6,0.0107619
43,3,2,7,0.01768
43,3,2,8,0.0268751
43,3,2,9,0.0386587
43,3,2,10,0.0522389
43,3,2,11,0.0631739
43,3,2,12,0.0699435
43,3,2,13,0.0729332
43,3,2,14,0.0731218
43,3,2,15,0.0736159
43,3,2,16,0.0744608
43,3,2,17,0.0742165
43,3,2,18,0.0700091
43,3,2,19,0.0614038
43,3,2,20,0.0505043
43,3,2,21,0.0412072
43,3,2,22,0.0336373
43,3,2,23,0.0262243
43,3,2,24,0.0191666
43,4,2,1,0.0214739
43,4,2,2,0.0144428
43,4,2,3,0.0109684
43,4,2,4,0.00749451
43,4,2,5,0.00683855
43,4,2,6,0.0103588
43,4,2,7,0.0184304
43,4,2,8,0.0268117
43,4,2,9,0.0363852
43,4,2,10,0.0475407
43,4,2,11,0.0574664
43,4,2,12,0.0650786
43,4,2,13,0.0713228
43,4,2,14,0.0714917
43,4,2,15,0.0717226
43,4,2,16,0.0720061
43,4,2,17,0.0711487
43,4,2,18,0.0678874
43,4,2,19,0.0617718
43,4,2,20,0.0516882
43,4,2,21,0.0428658
43,4,2,22,0.0380302
43,4,2,23,0.0322072
43,4,2,24,0.0245677
43,5,2,1,0.0214739
43,5,2,2,0.0144428
43,5,2,3,0.0109684
43,5,2,4,0.00749451
43,5,2,5,0.00683855
43,5,2,6,0.0103588
43,5,2,7,0.0184304
43,5,2,8,0.0268117
43,5,2,9,0.0363852
43,5,2,10,0.0475407
43,5,2,11,0.0574664
43,5,2,12,0.0650786
43,5,2,13,0.0713228
43,5,2,14,0.0714917
43,5,2,15,0.0717226
43,5,2,16,0.0720061
43,5,2,17,0.0711487
43,5,2,18,0.0678874
43,5,2,19,0.0617718
43,5,2,20,0.0516882
43,5,2,21,0.0428658
43,5,2,22,0.0380302
43,5,2,23,0.0322072
43,5,2,24,0.0245677
51,1,2,1,0.0214739
51,1,2,2,0.0144428
51,1,2,3,0.0109684
51,1,2,4,0.00749451
51,1,2,5,0.00683855
51,1,2,6,0.0103588
51,1,2,7,0.0184304
51,1,2,8,0.0268117
51,1,2,9,0.0363852
51,1,2,10,0.0475407
51,1,2,11,0.0574664
51,1,2,12,0.0650786
51,1,2,13,0.0713228
51,1,2,14,0.0714917
51,1,2,15,0.0717226
51,1,2,16,0.0720061
51,1,2,17,0.0711487
51,1,2,18,0.0678874
51,1,2,19,0.0617718
51,1,2,20,0.0516882
51,1,2,21,0.0428658
51,1,2,22,0.0380302
51,1,2,23,0.0322072
51,1,2,24,0.0245677
51,2,2,1,0.0164213
51,2,2,2,0.0111921
51,2,2,3,0.0085415
51,2,2,4,0.00679328
51,2,2,5,0.00721894
51,2,2,6,0.0107619
51,2,2,7,0.01768
51,2,2,8,0.0268751
51,2,2,9,0.0386587
51,2,2,10,0.0522389
51,2,2,11,0.0631739
51,2,2,12,0.0699435
51,2,2,13,0.0729332
51,2,2,14,0.0731218
51,2,2,15,0.0736159
51,2,2,16,0.0744608
51,2,2,17,0.0742165
51,2,2,18,0.0700091
51,2,2,19,0.0614038
51,2,2,20,0.0505043
51,2,2,21,0.0412072
51,2,2,22,0.0336373
51,2,2,23,0.0262243
51,2,2,24,0.0191666
51,3,2,1,0.0164213
51,3,2,2,0.0111921
51,3,2,3,0.0085415
51,3,2,4,0.00679328
51,3,2,5,0.00721894
51,3,2,6,0.0107619
51,3,2,7,0.01768
51,3,2,8,0.0268751
51,3,2,9,0.0386587
51,3,2,10,0.0522389
51,3,2,11,0.0631739
51,3,2,12,0.0699435
51,3,2,13,0.0729332
51,3,2,14,0.0731218
51,3,2,15,0.0736159
51,3,2,16,0.0744608
51,3,2,17,0.0742165
51,3,2,18,0.0700091
51,3,2,19,0.0614038
51,3,2,20,0.0505043
51,3,2,21,0.0412072
51,3,2,22,0.0336373
51,3,2,23,0.0262243
51,3,2,24,0.0191666
51,4,2,1,0.0214739
51,4,2,2,0.0144428
51,4,2,3,0.0109684
51,4,2,4,0.00749451
51,4,2,5,0.00683855
51,4,2,6,0.0103588
51,4,2,7,0.0184304
51,4,2,8,0.0268117
51,4,2,9,0.0363852
51,4,2,10,0.0475407
51,4,2,11,0.0574664
51,4,2,12,0.0650786
51,4,2,13,0.0713228
51,4,2,14,0.0714917
51,4,2,15,0.0717226
51,4,2,16,0.0720061
51,4,2,17,0.0711487
51,4,2,18,0.0678874
51,4,2,19,0.0617718
51,4,2,20,0.0516882
51,4,2,21,0.0428658
51,4,2,22,0.0380302
51,4,2,23,0.0322072
51,4,2,24,0.0245677
51,5,2,1,0.0214739
51,5,2,2,0.0144428
51,5,2,3,0.0109684
51,5,2,4,0.00749451
51,5,2,5,0.00683855
51,5,2,6,0.0103588
51,5,2,7,0.0184304
51,5,2,8,0.0268117
51,5,2,9,0.0363852
51,5,2,10,0.0475407
51,5,2,11,0.0574664
51,5,2,12,0.0650786
51,5,2,13,0.0713228
51,5,2,14,0.0714917
51,5,2,15,0.0717226
51,5,2,16,0.0720061
51,5,2,17,0.0711487
51,5,2,18,0.0678874
51,5,2,19,0.0617718
51,5,2,20,0.0516882
51,5,2,21,0.0428658
51,5,2,22,0.0380302
51,5,2,23,0.0322072
51,5,2,24,0.0245677
52,1,2,1,0.0214739
52,1,2,2,0.0144428
52,1,2,3,0.0109684
52,1,2,4,0.00749451
52,1,2,5,0.00683855
52,1,2,6,0.0103588
52,1,2,7,0.0184304
52,1,2,8,0.0268117
52,1,2,9,0.0363852
52,1,2,10,0.0475407
52,1,2,11,0.0574664
52,1,2,12,0.0650786
52,1,2,13,0.0713228
52,1,2,14,0.0714917
52,1,2,15,0.0717226
52,1,2,16,0.0720061
52,1,2,17,0.0711487
52,1,2,18,0.0678874
52,1,2,19,0.0617718
52,1,2,20,0.0516882
52,1,2,21,0.0428658
52,1,2,22,0.0380302
52,1,2,23,0.0322072
52,1,2,24,0.0245677
52,2,2,1,0.0164213
52,2,2,2,0.0111921
52,2,2,3,0.0085415
52,2,2,4,0.00679328
52,2,2,5,0.00721894
52,2,2,6,0.0107619
52,2,2,7,0.01768
52,2,2,8,0.0268751
52,2,2,9,0.0386587
52,2,2,10,0.0522389
52,2,2,11,0.0631739
52,2,2,12,0.0699435
52,2,2,13,0.0729332
